title,poem_cleaned
,"Koşalım,yetmedi ağladığım ey vatan"
,Senin olsun dünya denen yuvarlak
,"1 metre yer,koynun olsun uzandığım ey vatan……………………"
,
Vatan II,
,"Vatan,"
,Isparta halısında gül
,Kütahya çinisinde
,Ateşten laledir.
,"Vatan,"
,Hazar Gölü'nde şiirli akşam
,eski Harput'ta
,Burcu yıkılmış kaledir.
,"Vatan,"
,Ayder Yaylası'nın yeşilliğinde
,"Dağların, bulutların gözyaşı"
,şelaledir.
,"Vatan,"
,Hakkari'de sıra dağlar
,bölünmez;
,"Yürek yüreğe, el eledir."
,"Vatan,"
,İzmir yollarında dolu dizgin süvari
,yağız atların boynunda
,Zaferle uçuşan köpüklü yeledir.
,"Vatan,"
,"Ankara'da Anıtkabir'de,"
,Yanıp
,Sonsuza dek
,Sönmeyecek meşaledir.
,
Vatan seni kimler sevmez,
,Ulus millet Türk tür adın
,Vatan seni kimler sevmez
,Çoluk çocuk erkek kadın
,Vatan seni kimler sevmez
,Yedi bölge ana dolum
,Dünya şehri İstanbul um
,Eserisin fatihlerin
,Vatan seni kimler sevmez
,Çanakkale düşman yolun
,Etten duvar Mehmetlerin
,Gazi Mustafa kemalin
,Vatan seni kimler sevmez
,Kılıç kalkan kağnı
,Tankı yendik yürek
,Geldik cumhuriyet
,Vatan seni kimler sevmez
,Üç kıtaya bağlı yolun
,Düşman dolu sağın solun
,Ay yıldızlı al bayrağın
,Vatan seni kimler sevmez
,Manzarandır bak denizler
,Geçiş yolun hür boğazlar
,Dicle Fırat akar sular
,Vatan seni kimler sevmez
,Hasan yurda göz kulak ol
,Uzanırsa kötü el
,şehit ol gazi gel
,Vatan seni kimler sevmez
,
Gurbet,
,Gurbette garibin bitmezki derdi
,"Vatan derdi, sıla derdi, yar derdi"
,Seher yeli yar kokusu getirdi
,"Vatan, vatan diye koklar gezerim"
,Kadir mevlam böyle yazmış yazımı
,El çekmezki benim derd ü nazımı
,Gurbet elde can yoldaşım sazımı
,"Vatan, vatan diye çalar gezerim"
,Uzatma harama sakın elini
,Yüce mevlam yalnız komaz kulunu
,Gurbette garibin bin halini
,Dinleyen yok diye söyler gezerim
,Remzi’yim yazarım kalem elimde
,Hakkın kelamı var dem dilimde
,Altın kafes olsa gurbet elinde
,"Vatan, vatan diye ağlar gezerim"
,
Her ezam vatan vatan diye atıyor,
,Nerde vatanıma ihanet görsem
,vatan sevdam bin kat artıyor
,Milletimin başarısını duysam
,ezam vatan vatan diye atıyor
,Halil Çolak 4.11.2006 Ankara
,
Asker şiiri 3,
,26.11.1981
,VATAN BEKLEMEYE GİDERİM ANAM
,Sakın benim ağlayıp yanman
,Vatan veklemeye giderim anam
,Askere gideni hiç dönmez sanman
,Vatan Beklemeye giderim anam
,Ölürsem şehidim kalırsam gazi
,Başa gelir alna yazılan yazı
,Vatanım olsada özlerim sizi
,Vatan Beklemeye giderim anam
,nöbet tutayım rahat olun
,asker olayım hoşça kalın
,Kendinizi özletmen mektuplar salın
,Vatan Beklemeye giderim anam
,Allaha emanet ettim sizleri
,Baba gelir yavru yolda gözleri
,çıkaracam yan bakacak gözleri
,Vatan Beklemeye giderim anam
,Hüseyin aldı sülüs eline
,Tren aldı gitti çorlu yoluna
,Sizler sahip çıkın iki guzuma
,Vatan Beklemeye giderim anam
,
Anasız Vatan Olmaz,
,Ana olmazsa vatan olmaz
,Ocak olmazsa ülkü olmaz
,Ana ocağı ana sancağı
,Ana olmazsa vatan olmaz
,Etrafımızı sarmış soysuz çakallar
,Kurtlar olmazsa Vatanı yakıp yıkacaklar
,Vatan olmazsa yurt olmaz ocağımız yanmaz
,Yurt olmazsa topraklarda esir yaşanmaz
,Babalar olmazsa yiğitler eğitilemez
,Baba yiğit yetiştirir er meydanlarında
,Mehmetler mehmetçikler yetişir ovamızda
,Yetişirki yurt olsun vatan olsun topraklar.
,Analar yiğit doğurur meydana er olur
,Analar yiğit gönderir kışlaya şad olur
,Kınalar kuzu vatana şehit olur
,Ana yüreği kor ateşi olur kor yanar
,Ana olmazsa ocak olmaz
,Anasız vatan sıcak olmaz
,Sevgisiz vatan vatan olmaz
,Gazi ol şehit ol vatansız olma
,YAZAN DERLEYEN
,MAHMUT ŞİMŞEK
,ADIYAMAN
,
Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan “Yüzyıllarca yaşayacak –aziz vatan aziz vatan”,
,“Yirmi beş Ocak Perşembe”-bir haber duyuldu
,TV gazete ile-dört tarafa yayıldı
,Diyarbakır ilinden-acı feryat yükseldi
,Bütün Türk Milleti’nin-o an kalbini deldi
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Gözü dönmüş caniler-hunharca katlettiler
,Çapraz ateşe tutup-canları mahvettiler
,Gaffar Okkan Müdürüm-Polis Atilla Durmuş
,Selahattin Baysoy’um-Sabri Kün’ü kim vurmuş
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Sepetçi Kamalı-iki polis Mehmet’im
,Alçakça vuruldular-kahroldu cemiyetim
,Kendi vatanımızda-bir ihanet örneği
,Kurşunları sıkanlar-bilmem kimin döneği
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Yeter diyorum yeter-Türk’ü bölemezsiniz
,Bizler kan kusar iken-sizler gülemezsiniz
,biçim mahlûksunuz-insan denemez size
,Allah’ım beter etsin-hep tutulun krize
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,kanların hesabı-muhakkak sorulmalı
,Hemen vakit geçmeden-mahkeme kurulmalı
,Ceza ceza olmalı-vuranlar sallanmalı
,Gömülmesin yurdumda-sınıra yollanmalı
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Babam olsa affetmem-kurşunları atanı
,Ayağa kaldırmalı-uyuyarak yatanı
,Kuvay-ı Milliye’nin-ruhu bizleri sarsın
,Geçmişten geleceğe-inan zaman varsın
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Kurşun atılan yere-bir “ABİDE”kuralım
,İsmi resmi koyulsun-önlerinde duralım
,Gelip geçip gidenler-yiğitlerime baksın
,Niçin öldürüldüler-sevgi tohumu eksin
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Selâm Diyarbakır’ım-topluca hepinize
,Seksen ilden selam-saygı sevgiler size
,Koştunuz cenazeye-siz görevi yaptınız
,Bölmek isteyenlere-yumrukları çarptınız
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Sakın taviz vermeyin-bombayı patlatana
,Balyozu indiriniz-bayrağımı yırtana
,Kardeşlik bozulmasın-sevin coşun kaynaşın
,Yaşayın mutlulukla-zorlukları aşın
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,Şehitlerim canlarım-siz öldünüz yaşarız
,Sizlerin sayesinde-biz güzelce koşarız
,vatan hepimizin-bin Hasan feda olsun
,Kim yok etmek isterse-ruhu ateşle dolsun
,Size nasıl kıydılar-Gaffar Okkan Gaffar Okkan
,“Yüzyıllarca yaşayacak –aziz vatan aziz vatan”
,
VATAN Bölünmez!,
,Vatanın toprakları sevene helal
,Sevmeyenler olsada vatan bölünmez
,zaman dalgalanır nazlı hilal
,tek kişi kalsada vatan bölünmez
,Öteden beri bunlar nifah sokarlar
,Acımaz kardeşine kurşun sıkarlar
,Demokratik düzeni zorla yıkarlar
,Sempatizan bulsada vatan bölünmez
,Ülkeyi yönetenler farkında olun
,sağın hükmü kaldı orta solun
,araya gelerek doğruyu bulun
,Herkes silah alsada vatan bölünmez
,Terör şehire inmez dağda yaşasın
,Kürtler kardeştir bize sense maşasın
,Dertleri sevgi aşarsın
,"Kalbine kin dolsada vatan bölünmez,"
,Meydanlar sese bak şehitler ölmez
,Türk milleti bilinçli oyuna gelmez
,meclise girmiş haddini bilmez
,"Kalkıp dağa çıksada vatan bölünmez,"
,Selami Tıraşlar-Elazığ
,28.10.2009
,DOST YÜREKLER
,-
,Alışanlar kudurdu yasa kıyağa
,Şairler ozanlar kalkmış ayağa
,Bunu birlik say tayyibağa
,Unutma unutma vatan bölünmez.....Osman Öcal
,"Şehitlerin kanından,bayragğın rengi"
,"Bütün gözler üstünde, buluınmaz dengi"
,"Vatana göz koyanla, yaparız cenği,"
,"Son söz milletin vatan, vatan bölünmez....Etol SAGUN."
,
Kardeş kavgası,
,Kardeş kavgası tabi peki hakem kim olacak kendisi...seyirci savaşırken egemenlihini ülkeye hakim kılacak.önünde tek engel var ordu sıkıyönetim ilan edilerek ordu millet karşı karşıya getirilecek sonunda milletinorduya olan güveni ortadan kalkacak uluslar arası enteresyononal böylece gercekleşmiş olacak atatürk türkiyesi milliyetcilihi böyle oyuna gelmeyecek bütün ülke kansanız tek başıma müdahale sdscehim vatan sahipsiz ey dostlar işte şimdi birlik zamanı işte yola cıktılar vatan millet işte vatan severler tahmazlar akıllı olalım vatan kolay kazanılmadı vede kimseye bırakmayız şunu herkes iyi bilsin tek vatan tek bayrak tek millet işte vatan severlerin vvatan millet biçin birlik zamanı oyuna gelmeyin capulcuların oyunu bozalım vatan bizlerin sev terket bewn vatan severim benim vatanım belli şerepşizlerin vatanı yok
,
Vatan Hizmet Bekliyor,
,Askere ugurladi annesi Recebini
,Para dolduramadi yazikki cebini
,Yoksulluktur söyledi bunun sebebini
,Git yigitim git vatan hizmet bekliyor
,Alti yasinda iken kaybetti babasini
,ilk kez askerde giydi sicacik abasini
,Vatan birligi icin sürdürdü cabasini
,Git yigitim git vatan hizmet bekliyor
,fakirdi diye askerden kalmadi geri
,Vatan sevgisinin kalbinde var idi yeri
,Recebime kiydi vicdansiz serseri
,Git yigitim git vatan hizmet bekliyor
,serseri kursun sehit edilir
,Yapacagi neler vardi aklinda kimbilir
,Tabutu al bayraga sarili evine gelir
,Git askerim git vatan hizmet bekliyor
,Sehitim ölü degil ruhumda yasiyor
,ADI sembol dilimde dolasiyor
,Sevgini dertli annen yüreginde tasiyor
,Git askerim git vatan hizmet bekliyor
,20.7.1998
,
Vatan sevgisi bizde bir tutkudur,
,"Geçici heves değil bitsin,"
,Vatan sevgisi bizde tutkudur.
,"sevda bizimle mezara gitsin,"
,Vatan sevgisi bizde tutkudur.
,"Vatan namusumuz arımız deriz,"
,Sevmeyenleri vatandan kovarız.
,"Vatanı ölesiye severiz,"
,Vatan sevgisi bizde tutkudur.
,"Ta Orta Asyadan gelerek aldık,"
,Seve seve can verip şehit olduk.
,"Vatanı canımızdan aziz bildik,"
,Vatan sevgisi bizde tutkudur.
,"boş hayaller peşinde koşmayız,"
,Kavga edip zor duruma düşmeyiz.
,"Vatanı hiç şeye değişmeyiz,"
,Vatan sevgisi bizde tutkudur.
,"Yusuf vatan bizlere huzur verir,"
,Kalbimiz vatan vatan diye vurur.
,"Vatan dedik akan sular durur,"
,Vatan sevgisi bizde tutkudur.
,
Kınalı Kuzu'dan Mektup,
,Sil gözünün yaşını anam
,Çarpışıyorsam düşman serhadde
,Bil vatan bayrak içindir
,Gayrı tasam yok ölmekten öldürülmekten
,"Herşey vatan uğrunadır, verilen can, dökülen kan"
,Ölürsem şehidim kalırsam gazi
,sıla hasreti yar hayali
,Hiçbiri döndürmez bizi geri
,Elbet ebediyette kavuşacağız diye tasalanmayız
,Güle güle koşarız vatan ölmeye
,"Herşey vatan uğrunadır, verilen can, dökülen kan"
,Ölürsem şehidim kalırsam gazi
,Vatan bayrak kurban oluruz
,Anaların gözünde kınalı kuzuyuz
,Adımız Mehmettir gözümüz pektir
,Vatan kurtulmadıkça yürek sözünden dönmeyecektir
,"Herşey vatan uğrunadır, verilen can, dökülen kan"
,Ölürsem şehidim kalırsam gazi
,
Vatan Değil!,
,"Toprak vatan olmaz, demekle vatan"
,çıkmazsan çıkar sahip çıkan
,Uğruna yiğitlerin göz kırpmadan
,Ölmediği toprak vatan değil!
,Vatanını sev diyor yüce yaradan
,"Miskin miskin oturma, hadi davran!"
,"Çalışarak, ter dökerek, vatan"
,kılmadığın toprak vatan değil!
,Vatan diye diye ciğeri yananların
,çeşmenin suyuyla kananların
,Gurbeti zulmetle sayanların
,Olmadığı toprak vatan değil!
,
Kurtulur Vatan,
,Toprağı yurt yapar akıtılan kan
,yüce millete feda olsun can
,Köy basan eşkıya olamaz insan
,Haine vurmakla kurtulur vatan
,millet bağrında hain istemez
,Kutsaldır toprağım düşman giremez
,Kötü emelliler serbest gezemez
,Birliği kurmakla kurtulur vatan
,Milletim doldurdu tüm meydanları
,Pkk bitecek aldı kararı
,Vardır karakışın baharı
,Kararlı olmakla kurtulur vatan
,Vatan edip başını feda
,Şehit toprak olup yatmaz mezarda
,Manevi mertebe en yukarıda
,Sarsılmaz imanla kurtulur vatan
,Mehmedim düşmana karşı duracak
,güzel topraklar vatan olacak
,Ay yıldız göklerde dalgalanacak
,Azimle inançla kurtulur vatan
,şehide on bin pkk lı
,Tamamıyla kıyaslanamaz
,Hainin yaptığı yanına kalmaz
,"Hepsini, kırmakla kurtulur vatan"
,Ey şanlı şehidim en büyük sensin
,Hep hayal ettiğin mertebedesin
,aramızda gönüllerdesin
,Yiğit canlarıyla kurtulur vatan
,Vatan cihat edecek yiğit
,Uğrunda can verip olursa şehit
,Kahraman askerdir şenli mücahit
,Şehit kanlarıyla kurtulur vatan
,Niğmetullah UÇAR
,Korkuteli
,11.01.1994
,
"Anadolu Vatan dediğimiz toprağımız için,",
,"Gencecik fidanlar yetiştirdik,Vatan bizler,"
,"fidanları yok etti PKK’lı dediğimiz kahpe itler,"
,"Vatan şehit düştü kınalı kuzulu yiğitler,"
,"Anadolu Vatan dediğimiz toprağımız için,"
,"Türk birliğine diş bilemiş palikarya düşman,"
,"Eşkıya kurşun sıkıyor hedef gözetmeden,"
,"topraklar tarihte verdik binlerce şehit,"
,"Anadolu Vatan dediğimiz toprağımız için,"
,"Düşmanlarımız kahpeydi merdini bulamadık,"
,"Arkadan hep vurulduk mertçe vuruşamadık,"
,"zorluklar içinde tarihte altın sayfalar yazdık,"
,"Anadolu Vatan dediğimiz toprağımız için,"
,"Sinsi emelleri batının hortladı,bugün"
,"Sevri önümüze dayattılar tutmadı,"
,"Halaçoğlu gerçekleri söyledi yer yerinden oynadı,"
,"Anadolu Vatan dediğimiz toprağımız için,"
,Halil ÇOLAK
,"Ankara, 27.08.2007"
,
Vatan Bölünmez,
,"Vatan vatan dedikleri, taşla toprak değil elbet"
,"Ayyıldızlı bayrak altında, vatan hepimizin"
,"Vatan sınırda, gece gündüz tutarsın nöbet"
,"Şanlı bayrağımız altında, vatan hepimizin"
,-
,"Kanla canla çizildi, göklerde durur tam heybet"
,"Yoksa bayrağın, millet özelliğini kaybet"
,"Dalgalanır daim, ayyıldızlı bayrak ilelebet"
,"Şanlı bayrağımız altında, vatan hepimizin"
,-
,Ecdadım meşakkatle savunma yaptı yurdumuzda
,Batılısıyla doğulusu beraber ordumuzda
,"vatanın savunması, hep birlikte omzumuzda"
,"Ayyıldızlı bayrak altında, vatan hepimizin"
,-
,"Bölmek isteyenin oyununa, insanımız gelmez"
,"Boşuna uğraşmayın, bizi asla kimse bölemez"
,"Bizler etle kemik gibiyizdir, ayırmaya gelmez"
,"Şerefli bayrağın altında, vatan hepimizin"
,-
,"Vatan toprağı için, nice nice şehitler verdik"
,"Vatan uğruna “ya şehit olalım, gazi! ” derdik"
,"Kanımız, ay, yıldız'la bayrağımızda bütünleştik"
,"Böylesi bayrağın altında, vatan hepimizin"
,(09/02/2010)
,
Vatanımda Gözleri Varmış,
,Düzeni kaçtı ülkemizin yeter artık
,Bitsin tuzaklar bitsin terör belası
,İnlerde can çekişen kuduz yılanların
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,Vatan benim kutsal emanettir
,Candan kıymetli kanımdan daha değerli
,Alacakmış karış yer hakkı olmadan
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,Bizim soyumuz tarihi Başbuğ Oğuz`dur
,Dayanır taa Nuh`a beşbin yıllık öteye
,Uzanacakmış ayyıldız`a kirli eller
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,Sıksam yumruğumu tutsam gırtlağından
,Koparsam başını fırlatsam taştan taşa
,Birkaç çapulcu dangalak beyinsiz itler
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,Sene bin dokuzyüz küsürat anlayana
,Kazım karabekir paşadır sürüp çıkartan
,Doğudan binbir zorlukla ermeni`leri
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,Niye gitti mehmetcik doğuya kurtarıcı
,nefes varsa orada namusları
,Demiştir korumak boynumuzun borcudur
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,Uğraşma sinekle kurutun bataklığı
,Milleti boşa meşgul etme bit pireyle
,Getirin elinden geliyorsa yılanı
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,gördük filmleri izleyen ankara
,Uyan çimke çimke ülke elden gidiyor
,umursamazlık gafillik yeter
,Duydunuzmu vatanımda gözleri varmış
,Gidiyorum beyler dağların yamacına
,Yılanın vatan canını almaya
,
***ZZZ**Vatan Diyen Erlere*Atışma*,
,font face='Comic Sans MS'color='black'size='1'
,"Hazırladık yayımızı çekelim,"
,"Zalim çini tam hedefe dikelim,"
,"Haritadan güzelce silelim,"
,Selam olsun vatan diyen erlere.............. Ümit GÜNGÖR
,Hedefi vuracak bizim okumuz
,Yirmidört oğuzdan gelir dokumuz
,At silahtır bizim takımız
,Selam olsun VATAN diyen erlere..........İsmail TIKIROĞLU
,"Hazırladık doru tayı kıratı,"
,"Çoktan geçtik Dicle Fırat'ı,"
,"Sunacağız çinlilere sırat'ı,"
,Selam olsun vatan diyen erlere......Ümüt GÜNGÖR
,Gömülen baltayı aldık yerinden
,Uygura desteği verdik derinden
,"Levent'i,Serdar'ı,Yeniçeri'nden"
,Selam olsun VATAN diyen erlere......İsmail TIKIROĞLU
,"Vuracağız örsümüze çekici,"
,"Başlayıpta Turan yola geçişi,"
,"Görülecek Kürşatların esişi,"
,Selam olsun vatan diyen erlere.........Ümüt GÜNGÖR
,"Kırk yiğitle Çin'e,salınan korku"
,Efsane yaptılar KÜRŞAD'la TÜRK'ü
,"ERGENEKON yolu,TURAN'nın Börk'ü"
,Selam olsun VATAN diyen erlere......İsmail TIKIROĞLU
,"Haydi gelin Türkistana Turan'a,"
,"Yürekleri bağladık Kuran'a,"
,"Yol açıktır daim hakkı tutana,"
,Selam olsun vatan diyen erlere........Ümüt GÜNGÖR
,"Altıncı yüzyılda,yaşandı ilki"
,TOPKAÇ* soykırımı ilkidir bilki
,"BOZKURT' umu sanma,uyuz tilki"
,Selam olsun VATAN diyen erlere......İsmail TIKIROĞLU
,TOPKAÇ: 6. y.y türklere yapılan soykırım
,"Sizi çekik gözlü şeytan dölleri,"
,"Neden kırıyorsunuz güzel gülleri,"
,"Sizi paklar taklamakan çölleri,"
,Selam olsun vatan diyen erlere.......ümüt Güngör
,Not: Sina çölleri demedim nedeni orası müslüman bölgeside ondan.
,Ateşe atsamda görsem halleri
,"Çin seddi üstüne, sersem külleri"
,Tutulsa lal olsa.hepten dilleri
,Selam olsun VATAN diyen erlere.....İsmail TIKIROĞLU
,"Bizler Alptekin bizler Kürşat'ız,"
,"Turan'ı kuracak gerçek fırsatız,"
,"Zalim çinli seni kökten sarsarız,"
,Selam olsun vatan diyen erlere.........Ümüt GÜNGÖR
,Demiri eritmiş ecladım ırkım
,dişlim bozulsun nede çarkım
,Dünyayı titretmiş necip türküm
,Selam olsun VATAN diyen erlere.....İsmail TIKIROĞLU
,"Bizdik Plevne'de tarih yaşatan,"
,"Bizdik yüreklere Türk'ü okutan,"
,"Bizdik Mohaç'ta düşman korkutan,"
,Selam olsun vatan diyen erlere...........Ümüt GÜNGÖR
,Araplar Kâbe gün şaşırdı
,"Bin beş yüz ondört te, sabır taşırdı"
,"Hilafeti Yavuz,Türke aşırdı"
,Selam olsun VATAN diyen erlere........İsmail TIKIROĞLU
,"Bizim işimiz çekik göz domuzla,"
,"Çetin sura yükleniriz omuzla,"
,"Mühür vurduk Kürşat adlı rumuzla,"
,Selam olsun vatan diyen erlere..........Ümüt GÜNGÖR
,Uyguru kendine edemez köle
,Reva görse Türk’e bin çile
,Çin seddinden sonra yaparsın kale
,Selam olsun VATAN diyen erlere……İsmail TIKIROĞLU
,"Bineceğiz doru taylar sırtına,"
,"Kavuracak çinlileri fırtına,"
,"Bakmam artık dünyanın şartına,"
,Selam olsun vatan diyen erlere..............Ümüt GÜNGÖR
,Kurultay toplandı kösler çalındı
,Savaş ilan oldu karar alındı
,Uygur’dan Şincan’dan Çin’e dalındı
,Selam olsun VATAN diyen erlere……İsmail TIKIROĞLU
,"Hücum marşını çaldı şanlı Mehterim,"
,"Kükredi anda nice Mehmedim,"
,"Ezelden böylesi sese hasretim,"
,Selam olsun vatan diyen erlere.......Ümüt GÜNGÖR
,TIKIROĞLU derki TÜRK oğlu TÜRK’üm
,Nebi’nin övdüğü asil ırkım
,Milletler içinde bellidir farkım
,Selam olsun VATAN diyen erlere……İsmail TIKIROĞLU
,12 /07 /2009
,ÜMİT GÜNGÖR- İSMAİL TIKIROĞLU
,****************DOST KALEMLERDEN********
,"...............................Aslım gelir Maveraünnehir den,"
,"...............................Bu millete çile,evvel ahirden..."
,"...............................Desturum almışım hazreti Pirden,"
,...............................Selam olsun vatan diyen erlere...
,....................................................................... Aşık Rifat Kurtoğlu
,..............................Vatan sevdasıyla yanıp tutuşan
,..............................Vatan vatan diye dostça atışan
,..............................Haklı yerinde Çin'e sataşan
,..............................Selam olsun vatan diyen erlere.....Osman Öcal
,
Vatan sevmek gayret ister,
,Nutkun tutkun
,Seviyorsan hadi göster
,Yetkin katkın
,ettin hadi göster
,Vatan sevmek gayret ister
,Seven kalbe kin katar mı?
,zannettin hiç yutar mı?
,Vatan aşkın mı?
,"slogan, poster"
,Vatan sevmek gayret ister
,Seviyorsan vatanı
,Görüp düzelt hatanı
,Tanıyorsan satanı
,"İsmini ver, bize göster"
,Vatan sevmek gayret ister
,Dinleyerek Jonileri
,İmrenerek deni’leri
,Kurtararak canileri
,Asmayanlar kalkıp as der
,Vatan sevmek gayret ister
,işi yok laftan öte
,Aymazlık gaftan öte
,Duruşu öz saftan öte
,duruş gören pes der
,Vatan sevmek gayret ister
,kazandın oturdun
,Utanıyor bozkurdunda
,Okumadın öz yurdunda
,"Kimdir kalfa, kimdir 'master'?"
,Vatan sevmek gayret ister
,Safsatadır dediklerin
,Zehir akar peteklerin
,Tutuşuyor eteklerin
,"Ona ağam, buna 'mister'"
,Vatan sevmek gayret ister
,Bekler durur turan ili
,Bağlı değil açık yolu
,"İcraat yok, öter dili"
,Kargalara gönlüm sus der
,Vatan sevmek gayret ister
,
Küresel sermaye,
,KÜRESEL SERMAYE (Ağla vatan ağla)
,"Küresel sermaye, sırtında palan"
,"Kim geldiyse çarptı, eyledi talan"
,"yığın enkazdır, geride kalan"
,…Ağla vatan ağla ucuz satıldın
,"…Çok kısa zamanda, çöpe atıldın"
,"Bağını bahçanı, sana ektirmez"
,"“Destekleme” verir, fidan diktirmez"
,"Pançarı söktürür, ayrık söktürmez"
,…Ağla vatan ağla ucuz satıldın
,"…Çok kısa zamanda, çöpe atıldın"
,"Dininden eder, yolun şaşırır"
,"Sol cebine koyar, sağdan aşırır"
,"Küpünü doldurur, sabrın taşırır"
,…Ağla vatan ağla ucuz satıldın
,"…Çok kısa zamanda, çöpe atıldın"
,"İnsan tezgahında, öküz ayırır"
,"Boynuzlular makbul, sever kayırır"
,"Bal tutan parmağı, kökten sıyırır"
,…Ağla vatan ağla ucuz satıldın
,"…Çok kısa zamanda, çöpe atıldın"
,Yaşlı dünyamıza yeni düzenmiş
,Anladık değil masum üzenmiş
,Küresel sermaye para süzenmiş
,…Ağla vatan ağla ucuz satıldın
,"…Çok kısa zamanda, çöpe atıldın"
,
Vatan bize emanet Yapmayalım ihanet,
,Özünde sözünde
,Devamlı dosdoğru ol
,uğurda çalışsın
,Yürek kafa kol
,Vatan bize emanet
,Yapmayalım ihanet
,Çocuk genci unutma
,Kalın temiz tertemiz
,Yürüyün alın nefes
,Boş ver yorulsa diz
,Vatan bize emanet
,Yapmayalım ihanet
,İçin dışın sokaklar
,Evin bağın dükkânın
,Yüzün gülsün daima
,Önemi vardın canın
,Vatan bize emanet
,Yapmayalım ihanet
,Tembellik çirkinliği
,Elinin tersiyle it
,Gayretli çalışkan ol
,Daima ileri git
,Vatan bize emanet
,Yapmayalım ihanet
,Çalış durmadan çalış
,İlim öğren bıkmadan
,öz konuşalım
,Kötü gözle bakmadan
,Vatan bize emanet
,Yapmayalım ihanet
,yerde daima
,an sözün dinlensin
,Akıl düşüncen
,Bütün zorluğu yensin
,Vatan bize emanet
,Yapmayalım ihanet
,Düşünün çalışın
,güneşi doğdurun
,Karanlık düşünceyi
,Hep sıkarak boğdurun
,Vatan bize emanet
,Yapmayalım ihanet
,Bildiği yaptığı
,Yazdığı doğru olan
,Korkaklığı düşünmez
,Asla konuşmaz yalan
,Vatan bize emanet
,Yapmayalım ihanet
,Şebekeleri tanı
,Hiç olma oyuncağı
,Alt üstlerde yatan
,Korumalısın sağı
,Vatan bize emanet
,Yapmayalım ihanet
,Vatanın geleceği
,var oluş yok oluş
,Öğretmen Hasan diyor
,Yurdunu sev çağa koş
,Vatan bize emanet
,Yapmayalım ihanet
,
Vatan,
,"Anadır, Yardır, Çiçekli Diyardır Vatan"
,"Şehittir, Karış Toprağında Yatan"
,"Başkadır, Milletimin Özünde Sevgisi"
,"Beşiktir, Saraydır, Cennettir Vatan"
,"Hudutlarda, Ay Yıldız, Uğrunda Ölünen"
,"Saran Kollarını, Yardır, Namustur Vatan"
,"Bayraklar Şehidime Örtü, Gelinime Tül, Perde"
,Gaziler Burada; Düşman Hani Nerde
,"Ölmek Şereftir, Şehitliktir Ebedii"
,"Kalmak Gurur, Gaziliktir Efendi"
,"Çiçek Çiçek, Özgürlüktür, Candır Vatan"
,"Ömüre, Ömür Katan Yer"
,Dünyaları Hep Gerekirse Ver
,Vatan Sevgisi İmandandır Der
,Cihatların En Kutsalı Yapılan
,"Varsa Uğrunda,Türküler Yakılan"
,"Bizim İçin; Mabettir, Candır Vatan"
,
Çanakkale,
,Çanakkale
,uçtan uca
,Issız vadi başı duman kaplı
,"Kan kokusu, barut kokusu"
,Koca savaş doğrusu
,Nice ana kuzusu
,vatan uğruna
,Koşarak gitti ölüme
,Değerdi vatan bin Mehmet’e
,Aldırmadılar ölümüne savaştılar
,"Feda oldular bayrak, vatan uğruna"
,Ey şehidim vatan döktüğün kan’a
,Senin minnettar vatan
,19.03.2007İlhan Koruyucu
,
Vatan bize emanettir!,
,Nazlı bebek gibi!
,Şehit olup toprak
,Yatan bize emanettir!
,Namus yaprak
,Vatan bize emanettir!
,Savunuruz tüfeklerle
,Bükülmeyen bileklerle
