title,poem_cleaned
,"Antep baklava yapar, Maraş dondurma"
,Urfa’nın isotuna hiç toz kondurma
,Bitlis’in büryanına sakın yan durma
,Tek bayrak yer vatan güzel Türkiye’m
,Güneşin doğuşunu Nemrut’tan izle
,"Hasan keyfi, Harput’u gör çıplak gözle"
,Tarihini anlatmak kolay sözle
,Tek bayrak yer vatan güzel Türkiye’m
,Yurtta sulh demiş atam cihanda barış
,"Uzaktan bakma, dostum gez karış karış"
,Medeniyet içindir yapılan yarış
,Tek bayrak yer vatan güzel Türkiye’m
,Selami Tıraşlar
,05.05.2014
,
23 Nisan Kutlu Olsun,
,"Tazelendi mutluluk haz veriyor kalplere,"
,Yücelsin Şanlı Bayrak bugün yirmi üç Nisan.
,"İstiklal marşı çekilsin gönderlere,"
,Yücelsin Şanlı Bayrak bugün yirmi üç Nisan.
,"Egemenlik uğruna sel ettik kanımızı,"
,"Düşmanlardan arıttık cennet vatanımızı,"
,"Kutlayalım hakkımız olan bayramımızı,"
,Yücelsin Şanlı Bayrak bugün yirmi üç Nisan.
,"Zaferle noktalandı şükür savaşımız,"
,"Tarih sayfalarında dik göründü başımız,"
,"Canları feda ettik çatılmadı kaşımız,"
,Yücelsin Şanlı Bayrak bugün yirmi üç Nisan.
,"Genç ihtiyar olduk yürüdük Atatürk’le,"
,"Düşmanların üstüne kahramanca mertlikle,"
,"Kavuştuk günlere akalın yiğitlikle,"
,Yücelsin Şanlı Bayrak bugün yirmi üç Nisan.
,"Kahraman Türk ordumuz kükreyerek şahlandı,"
,"Hürriyet ilanımız cihana yankılandı,"
,"Kanımızla renklenen al bayrak dalgalandı,"
,Yücelsin Şanlı Bayrak bugün yirmi üç Nisan.
,"Övünsün Türk anası yiğit doğurdum diye,"
,"şanlı bayramımız analara hediye,"
,"Kutlu olsun Millete ünleyen Gülbahçe’ye,"
,Yücelsin Şanlı Bayrak bugün yirmi üç Nisan.
,
Bayrak,
,bayrak dalgalansın gönderde
,Al kırmızısında damla damla şehit kanı
,Ey Türk milleti sahip çık simgene
,bayrak kolay kazanılmadı.
,Rüzgârın etkisiyle dalga dalga
,Göklerde ahenkle dans eder.
,Gönderin altında toplanmış milyonlar
,Ecdadını yâd eder
,bayrak sinesinde ay yıldız
,Türk milletinin gurur kaynağı
,gün başım dikse cihanda
,bayrak bunu sağlıyor.
,bayrak dalgalanacak göklerde
,Türkler yaşadığı sürece
,Kim bayrağıma saldırır
,Türk’ün kılıcı yeniden şahlanır.
,
Üşüyorum Anne,
,Üşüyorum anne üşüyorum
,Ölümün soğuk yüzü sardı bedenimi
,Kahpe teröristler kurmuş pusuyu
,Bayrak vatan bayrak toprak bayrak can
,Helal olsun döktüğümüz bunca kan
,Üşüyorum anne üşüyorum
,Gitgide daralıyor bak zaman
,Getirecekler sana yarın sabah
,Oğlun şehit oldu diyecekler
,Ağlama ha sakın ağlama anam
,Helal et hakkını emdiğim ak sütünü
,Dökülen bunca kanın alınan bunca canın
,Hesabı sorulacaktır elbette
,Henüz baba diyememiş yetimin
,Yası sürmeyecek Elif’imin
,Çember daraldı daralıyor anne
,Kanı yerde kalmayacak Mehmedinin
,Üşüyorum anne üşüyorum
,Al bayrağa sarılı cenazemin
,Mezara konurken resmini çekin
,İlerde soracak olursa oğlum
,İşte baban burada uyuyor deyin
,Dinsin gözyaşınız dinsin yasınız
,Daha binlerce Mehmetçik var
,Vatan yoluna bayrak uğruna
,Can vermeye hazır bekler sırada
,Şehitler ölmez ölümsüzdür
,Vatan sağ olsun elveda anne
,Toprak sardı bedenimi ısındım anne
,
MEHMETÇİK ve BAYRAK,
,"Mehmetçiklerim Kandır, Bayrağım"
,"Millet,Egemen,Canım, Vatanım"
,"Ulusum,Yurt,Vatan,Ülke Canım"
,"Cağdaş Uygardır, Türk,Vatanım"
,Dağlarda Gezerim Vermem Seni
,Çephede Siper Ederim Seni
,Bayrağı Vermem Öperim Seni
,Mehmetçikler Bekler Bayrak Seni
,"Ülkemin Doğusu,Batısına"
,"Ülkemin Küzey,Güneyine"
,Mehmetçik Sarmış Kollarına
,Geçit Vermez Düşman Namerdine
,Dalgalan Göklerde Güzel Bayrak
,Vatanım Üzerinde Al Bayrak
,Senin İçindir Dökülen Kanlar
,Vatanım İçin Güzel Al Bayrak
,
Al Bayrak elimizde-sallayın alın tadı Atatürk'ten armağan–23 Nisan adı,
,23 Nisan Günü-hep dünya çocukları
,Ankara'da toplanır-bilin kuzucukları
,Gözleri tombul tombul-ellerinde oyuncak
,Duyun sesi diyorlar-Atam verdi bize hak
,Al Bayrak elimizde-sallayın alın tadı
,Atatürk'ten armağan–23 Nisan adı
,sene tekrarlanır-aynı olay düşünce
,El ele tutuşurlar-hem sabah gece
,Buluşmanın sebebi-gayet basit belli
,Minik yavrular-sevimli küçük elli
,Al Bayrak elimizde-sallayın alın tadı
,Atatürk'ten armağan–23 Nisan adı
,Dünyamız koskocaman-ülke sayısı çoktur
,düşünülmeli-çocuk bayramı yoktur
,Türkiye'mde-vardır çocuk bayramı
,Uçaklarla gelenler-üstünden atar gamı
,Al Bayrak elimizde-sallayın alın tadı
,Atatürk'ten armağan–23 Nisan adı
,Cıvıldaşır coşarlar-kucaklaşır birlikte
,Kardeşlik duygusuyla-daim giderler öte
,Kalbi gönlü ruhuyla-gelenler sevgi dolar
,müziğin ritmiyle- oynar çalar
,Al Bayrak elimizde-sallayın alın tadı
,Atatürk'ten armağan–23 Nisan adı
,bayramla yükseldi-şerefimiz şanımız
,Çağlara doğru gitti-gerçekten unvanımız
,23 Nisan bizim-engeller aşılacak
,Bugünden yarına-ileri koşulacak
,Al Bayrak elimizde-sallayın alın tadı
,Atatürk'ten armağan-23 Nisan adı
,Bizim harcandı-çabalar gayretler
,Vatan uğruna göçtü-kahraman cemiyetler
,Atam demek Türk demek-23 Nisan demek
,Ata Atatürk gibi-herkes vermeli emek
,Al Bayrak elimizde-sallayın alın tadı
,Atatürk'ten armağan-23 Nisan adı
,'Türk Övün Çalış Güven'-söylüyor Atatürk'üm
,sözü işitmeli-okuyan yazan Türk'üm
,Haydi daha ileri-çağlara Uzaya
,Hasan diyor dönüş yok-hep gideceğiz Aya
,Al Bayrak elimizde-sallayın alın tadı
,Atatürk'ten armağan-23 Nisan adı
,
Ay yıldızlı bayrak ağlıyor,
,"Şehitlerin üzerindeki,"
,Ay yıldızlı bayrak ağlıyor.
,"Gönüllerin nazarındaki,"
,Ay yıldızlı bayrak ağlıyor.
,"Dalgalanıyor bak arınca,"
,Bayrak durmalıdır yerince.
,"Bayrağı yırtanı görünce,"
,Ay yıldızlı bayrak ağlıyor.
,"Gökte süzülüyor halınca,"
,Seviniyor gökte kalınca.
,"Yerlere atanlar olunca,"
,Ay yıldızlı bayrak ağlıyor.
,"İnsan gördüğünde yakınca,"
,İçi açılıyor bakınca.
,"Önemsemeyenler çıkınca,"
,Ay yıldızlı bayrak ağlıyor.
,"Yusuf evladı bakan,"
,Yaşamalı göndere takan.
,"Ona laf atanlar var iken,"
,Ay yıldızlı bayrak ağlıyor.
,
Bre Gafil,
,Direktif sıralarken canilerin en başı
,Sözüm ona dinermiş anaların gözyaşı
,halde neden sardı sizi bayrak telaşı
,Alanlarda fink atar kırmızı sarı yeşil
,Tek bayrak dediğiniz muydu bre gafil
,Davacıdır davacı ülkemin taşı
,Boğazınıza dursun milletin suyu aşı
,Artık tedavül dışı timsahların gözyaşı
,Ayrılık rüzgârları eserken efil efil
,Tek bayrak dediğiniz muydu bre gafil
,"Utanma, arlanma yok, inmez kimsenin kaşı,"
,Meydanlarda el ele aşüftesi ayyaşı
,Cümle hain arzular Türklük Savaşı
,"Katiller el üstünde, şehit anası sefil,"
,Tek bayrak dediğiniz muydu bre gafil.
,İmam olmaya durdu din afyon diyen kâfir
,Güzelim vatanımda zifire döndü safir
,Sayenizde muhterem (!) sefir oluyor sefir
,Baldırana eş olsun içtiğiniz zencefil
,Tek bayrak dediğiniz muydu bre gafil
,Akıl almaz ahval kanıma eyler tesir
,Dervişin fikri şaştı dergâhta kaldı esir
,Uyumaya devam yüzde ellilik kesir
,Piroz deyip kürsüde yırtınıyor vekil
,Tek bayrak dediğiniz muydu bre gafil
,
Ay-yıldızlı bayrak,
,Ay-yıldızlı bayrak
,Ay-yıldızlı bayrak çiçek göklerde...
,Ay -yıldızlı bayrak Türkün ışığı...
,Ay-yıldızlı bayrak özgürlüğün ışığı...
,Ay-yıldızlı bayrak
,Çiçek bayrak
,Ay yıldız kanımızdan
,Canımızdan
,Alnımız solmayan gül
,Ay-yıldızlı bayrak
,Alem-i müstaz'afinin yıldızıdır yıldızı
,Zaferidir zaferi
,Göklerdedir yeri
,Güneş atar Türkün kalbi
,zaferi özgürlüğün saray taşı
,Şimşek kanatlı kuş ol göklerde
,Ay-yıldızlı bayrak
,Alem-i müstaz'afine yıldız taşı ay taşı...
,
Güller solmasın,
,"Güller ağlıyor,ağlamasın"
,Güller soluyor sakın solmasın
,Ağlatmayalım güllerimizi
,Soldurmayalım güllerimizi
,vatan b izim topraklar bizim
,Uğruna nice şehitler verdiğimiz
,vatan bayrak bizim
,Yetmiş milletle kültürler bizim
,Hoşgörüyle yarınlar bizim
,vatan bizim bayrak bizim
,demeden el ele verelim
,demeden kalkıp dikilelim
,Kardeşiz bizler kardeş kalalım
,Dünyada yarın lider olalım
,çatı altında tek yürek atalım
,yumruk olalım düşmanlar kaçsın
,Dedelerimiz huzurla yatsın
,Yarınlarımıza güneşler açsın
,Huzur içinde yaşayalım
,Gelin gelin kucaklaşalım
,Güller ağlamasın güller solmasın
,vatan bayrak ayakta kalsın
,vatan bizim bayrak bizim
,Uğruna şehitler verdiğimiz topraklar bizim
,Yetmiş milletle kültürler bizim
,Hoş görüyle yarınlar bizim
,
Vatan Uğruna,
,Öyle duygu anlatılmaz
,Öyle sevgi duyulmaz
,Vatan uğruna millet uğruna bayrak uğruna
,Göz göre göre ölüme gidenler
,Yurdun dört yanından toplanıp gelmiş
,Anadan yardan ayrılıp gelmiş
,davayı kendine kutsal bilmiş
,Vatan uğruna millet uğruna bayrak uğruna
,Ejnebiler toplanıp birlik olmuşlar
,Dört yanı topa tutmuşlar
,Seyit onbaşılar ölümü göze almışlar
,Vatan uğruna millet uğruna bayrak uğruna
,lokma ekmekle günlerce durmuş
,Bunu gören düşman şaşırıp kalmış
,Allah bizimle diye candan inanmış
,Vatan uğruna millet uğruna bayrak uğruna
,Çanakkale bizim gururumuz şanımız
,Dinimiz imanımız namusumuz
,Seve seve vereceğiz canımızı
,Vatan uğruna millet uğruna bayrak uğruna
,Düşman galip geleceğiz sanarken
,neferimiz teker teker şehit olurken
,Allah Allah diyerek çepheye kpşarken
,Vatan uğruna millet uğruna bayrak uğruna
,Allah bizimle deyip süngüye sarıldı
,Düşmanın beli zaman kırıldı
,Vatan savaşmak büyük gururdu
,Vatan uğruna millet uğruna bayrak uğruna
,
Türk bayrağı altında yaşamak bize onurdur,
,"Ay yıldızlı al bayrak bizler kutsaldır,"
,Türk bayrağı altında yaşamak bize onurdur.
,"bayrak tutkunuyuz bayrak bizim yoldur,"
,Türk bayrağı altında yaşamak bize onurdur.
,"Türkler bayrağını namusu bilmiştir,"
,Bayrak memleketin hürriyet sembolü olmuştur.
,"Bayrak rengini şehitlerin kanından almıştır,"
,Türk bayrağı altında yaşamak bize onurdur.
,"Türk vatandaşı onun ardı sıra gidiyor,"
,Elbet Türk olan ona sevgi saygı güdüyor.
,"Hilal Hakkı yıldız peygamberi temsil ediyor,"
,Türk bayrağı altında yaşamak bize onurdur.
,"Hilal yıldız Türkün sevdasını ışıtır,"
,Ay yıldızın rengi dünyada bizleri ısıtır.
,"bayrak Türkün mukaddes değerini yansıtır,"
,Türk bayrağı altında yaşamak bize onurdur.
,"Yusuf bayrağın ülkemizdeki bekçisi sensin,"
,Ay yıldızı görenler gökyüzünün süsü sansın.
,"Bizim bayrağımız hep gökyüzünde dalgalansın,"
,Türk bayrağı altında yaşamak bize onurdur.
,
Bu vatan bu bayrak canımız bizim,
,"Kim söylerse söylesin vız gelir,"
,vatan bayrak canımız bizim.
,"Vatanı seven değerini bilir,"
,vatan bayrak canımız bizim.
,"Gönlümüz ondadır ayrı kalmadık,"
,Hiç zaman ona düşman olmadık.
,"vatanı sokakta bulmadık,"
,vatan bayrak canımız bizim.
,"İstiklal Marşı selam çaktık,"
,Ay yıldıza gözümüz baktık.
,"Sevdiğimiz göndere taktık,"
,vatan bayrak canımız bizim.
,"Kimse ona karşı tavır almasın,"
,İnsanlar sevsin sevmeyen kalmasın.
,"Ekmeğini yiyen düşman olmasın,"
,vatan bayrak canımız bizim.
,"Yusuf sakın ha incitme atanı,"
,Unutma bağrında şehit yatanı.
,"Canımızdan severiz vatanı,"
,vatan bayrak canımız bizim.
,
Ayrılmaz İkili Bayrakla Şehidim,
,"Dalgalanır durur vatan sathında,"
,"Bayrağı elinde, binmiş atında,"
,"Şehitler hiç ölmaz Allah katında,"
,Yükselir burçlarda şanımız bayrak.
,"Birlik beraberlik Kur, anda yazar,"
,Şer olan odaklar durmadan azar
,"Kahraman orduma değmesin nazar,"
,"Söylensin dillerde, konumuz bayrak"
,"Maziye bakınız acılar derin,"
,"Onur kayağıdır, kahraman erin,"
,"Unutulmaz adın tarih yerin,"
,"Mazide yazılı, anımız bayrak."
,"Şehitler ardından büyük acımız,"
,"Yürekten yanarız kardeş, bacımız,"
,"Savaşta, barışta şeref tacımız,"
,"Sağımız, solumuz, önümüz bayrak."
,"Atatürk gençliği sözünden dönmez,"
,"Tüte yen ocaklar ebedi sönmez,"
,"zaman yüksek yerlere konmaz,"
,"Malımız, mülkümüz, kanımız bayrak,"
,"Düğünde, bayrama kapılar açar,"
,"Tutkulu gönlüme pür neşe saçar,"
,"Selam verir kuşlar onunla uçar,"
,Kalplerde yaşıyor ünümüz bayrak.
,"Hayret’im birde tarihe sordum,"
,"Egemen milletiz muzaffer ordum,"
,"Türkiye’m bütün’dür, bölünmez yurdum,"
,Göklerde dalgalan canımız bayrak.
,Kazım ÖZGÜR 19.Mayıs.2012
,
Bayrak sevgisi başka-bizi getirir aşka Türk Milleti bağlıyız-hem vatana hem Hâkka,
,Vatan millet aşkı-aşıyor sınırları
,Bizlere vermektedir-tümüyle itibarı
,Bağlıyız memlekete-kalp beynimiz
,Bizden geride-daha milyonları var
,Bayrak sevgisi başka-bizi getirir aşka
,Türk Milleti bağlıyız-hem vatana Hâkka
,Dikkat edin kardeşim-hainler caddelerde
,Onları iyi tanı-bizi sokarlar derde
,Ellerinde bombalar-otobüsler taşlanır
,Dünkü aynı senaryo-bak yeniden başlanır
,Bayrak sevgisi başka-bizi getirir aşka
,Türk Milleti bağlıyız-hem vatana Hâkka
,Hedefte bayrağım var-gözler Ona çevrili
,Bakın fırsat kollarlar-kaplarlar ilçe ili
,vatanda yaşarlar-yiyip içip gezerler
,Öne neler çıkarsa-görün bunu ezerler
,Bayrak sevgisi başka-bizi getirir aşka
,Türk Milleti bağlıyız-hem vatana Hâkka
,Sakın ola uyuma-bu düşmanın oyunu
,Yok etmek istiyorlar-milletimin soyunu
,yağma yok beyler-biz güçsüzüz sanmayın
,Milyonlar meydandadır-haberi olsun bayın
,Bayrak sevgisi başka-bizi getirir aşka
,Türk Milleti bağlıyız-hem vatana Hâkka
,Söyle istersiniz-ne olamıyorsunuz
,Toprak istersiniz-içimize basma tuz
,Hıyanet kokarsınız-düşmanla iş birliği
,Vatanımda bozarsın-yok edersin dirliği
,Bayrak sevgisi başka-bizi getirir aşka
,Türk Milleti bağlıyız-hem vatana Hâkka
,İnan ezilirsiniz-sineksiniz sinek
,Sesi yükseltirsek-dersin vurmayın kötek
,Gökten zembille değil-kan verildi yurda
,Öğretmen Hasan söyler-çok iş düşecek merde
,Bayrak sevgisi başka-bizi getirir aşka
,Türk Milleti bağlıyız-hem vatana Hâkka
,
Kırmızı beyaz yarim şanlı bayrak,
,"Ayyıldızlı bayrağa sevdalıyım,"
,Kırmızı beyaz yarim şanlı bayrak.
,"nazlı bayrağım deliyim,"
,Kırmızı beyaz yarim şanlı bayrak.
,"Benim gönlüme ayrı anlam katar,"
,Görünce yüreğim sevinçle atar.
,"Üstümüzde olan gölgesi yeter,"
,Kırmızı beyaz yarim şanlı bayrak.
,"Sevdası benim gönlüme yarıyor,"
,Gözlerim hep ayyıldızı arıyor.
,"Ona bakınca göğüm kabarıyor,"
,Kırmızı beyaz yarim şanlı bayrak.
,"Türk bayrağı bayrakların hasıdır,"
,İstiklal Marşı bayrağın sesidir.
,"Vatanımın ay örgülü süsüdür,"
,Kırmızı beyaz yarim şanlı bayrak.
,"Yusuf aşık olmuşum ona yaman,"
,İstesemde ay yıldızdan kopamam.
,"hayatımda bayraksız yapamam,"
,Kırmızı beyaz yarim şanlı bayrak.
,
Mehmet'in Vuslatı,
,Yarası döşünden bayrak elinden
,Sarılmış toprağa yatıyor Mehmet
,Şehadet sinede Allah dilinden
,Vurulmuş güneşle batıyor Mehmet
,Anasına demiş gelemem diye
,Nöbeti vasiyet etmiş abiye
,Sitemde etmemiş ihmalkâr beye
,Kırılmış kaşını çatıyor Mehmet
,Al bayrak sarılmış gelir gururla
,Saklar sevdasını gider sırla
,Onun gölgesinde uyur sururla
,Yar olmuş şana şan katıyor Mehmet
,bayrak iner ezan susar
,Üç buçuk çapulcu bize kin kusar
,Sevdalı toprağı bağrına basar
,Sır olmuş bülbülde ötüyor Mehmet
,Ölüm şaşar ölüme aşka
,şey tefarruat vatandan
,Kalender kefensiz olsaydın keşke
,Er olmuş sözünü tutuyor Mehmet
,Haşim Kalender
,
T2*Bir Yürek Bir Bayrak Bir Vatan(VİATOR-KANADA),
,Yürek Bayrak Vatan(VİATOR-KANADA)
,"Tek yürek bayrak bütün vatan,"
,al kırmızı anlamdaşım ben.
,"hilal yıldız sinemde yanan,"
,zeybek efe dadaşım ben.
,"Beklerim sabah seher yeli,"
,Tek yürek bayrak bütün vatan.
,"Yağarım sevdayla vay deli deli,"
,Maraş Antep Çanakkale’yim.
,"Mavi gökyüzünde ömrüme gıda,"
,Aşk-ı muhabbette yükselen seda;
,"Tek yürek bayrak bütün vatan,"
,Birliğim dirliğim kale’mdir kale’m.
,"Doğacak üstüme güne güneş,"
,Tarihin nezdinde bellidir yerim.
,"Göbekten bağlıyız damardan kardeş,"
,Tek yürek bayrak bütün vatan.
,Osman Öcal
,
Ey Şehit Oğlu Şehidim,
,Gökten ecdadına varabildinse
,cana bin can katabildinse
,"Vatan, millet, bayrak uğruna,"
,Dim dik hudutta göğüs gerdinse
,"Ey şehit oğlu şehidim,"
,Zafer bil senindir
,Canından aziz bilip vatanı
,"Özüne, öz katıp doğabildinse"
,Ananın ak sütü helal olsun
,"vatan,millet, bayrak üstüne"
,"Dağı döşek yapıp, taşı yastık"
,Karış karış eşkiya peşinde
,Uykusuz gözlerinde yaş misali
,Korku nedir bilmez soylu soyun
,"Er oğlu, er doğarsın sancak üstüne"
,Yedi düvele meydan okuyan millettin
,Harbe koşar kısrak üstünde
,"top,ne cephane işler"
,Yıkılmaz yürek
,Bin yıllık Türküz erlikte
,Dalgalanırız al bayrak üstüne...
,İlhan Koruyucu
,
Bayrak Direğinde Canların Kalsın,
,Bayrak direğine tırmanan adi rumu
,Vuran eller kurban alayım sana
,yiğit yürek varmışki sende
,Türkiyem adına kutlarım seni
,Türkün bayrağına kalkan kafan dağılır
,Köpekler kendini yerlerde bulur
,Yüce Allah büyük bunları görür
,"Türk Milleti Vatan,Bayrak diyerek ölür"
,Böyle itler daim var olur
,Bayrak direğinde babayı bulur
,Mehmetim yürekli tam onikiden vurur
,Şerefsizlik böyledir Mehmetim onu görür
,DÖNER ÖZEKE
,11.09.2006
,
Türkiye mozaik mi -Bilinmelidir değil Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”,
,Yaygara koparılır-milleti bölmek
,Hesabı yapılıyor-nasıl nedir niçin
,70 Milyon birliktir-bölmek parçalamak yok
,Kimler ayrı düşerse-kalp ruha batar ok
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Yanlış değerlendirme-hiç boşuna yapmayın
,Bölen parçalayana-gözünüzü kırpmayın
,Türkiye coğrafyası-bu işi kabul etmez
,El ele verilmezse-öğren çileler bitmez
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Mozaik olamayız-birdir geçmiş gelecek
,Küçük parça olursak-sonra tutuşur etek
,Selçuklu Osmanlı-hep Cumhuriyetimiz
,İnkâra kalkışmayın-birliktir milletimiz
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,İyi niyetle olsa-konuşmayın sözleri
,Uyanık olmalıyız-açmalıyız gözleri
,Türkiyeli değilim-“Türk’üm mutlu bana”
,Mayam gerçekten sağlam-Türkiye’m canım ana
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Böl parçala yut-kuruludur hep tuzak
,Elimi tutmayanlar-bizlerden kalır uzak
,Anne baba çocuklar-amca dayı nineler
,sözlerim sizlere-olmasın bahaneler
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Düşmanın ekmeğine-sakın yağı sürmeyin
,Devlete kin kusarak-çabaları vermeyin
,Ruh bozuk gönül yaslı-olursa bütün kalpler
,Huzur sevgi kalmaz-yere yıkılır Alpler
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Atatürk’üm Önderim-demiştir Türk Milleti
,Tarih boyu yenmiştir-saldıran illeti
,Öğretmen doktor esnaf-memur işçi mühendis
,sesimi duymazsa-ortalara çıkar sis
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Unutma arkadaşım-bekler salyalı itler
,Bak onları destekler-fitne çıkartan bitler
,Çaresizlik vücudu-yıkar tahrip eder
,kere tutulursa-hepsi sırtüstü gider
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Haddinizi aşmayın-susun oturun
,Söyleyeni görürsen-soruyu hemen sorun
,Sesleri yükseltmezsek-hepten ezerler bizi
,Bilinmeli topluca-sarar kalbe krizi
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,Bunları size diyen- Öğretmen Hasan Sancak
,millete devlete-vatana bağlı
,bilmektedir-emanet Atatürk’ten
,Korunmazsa memleket-hesap sorar Türk’ten
,“Türkiye mozaik -Bilinmelidir değil
,Vatan Millet Bayrak- Bir-Devletimiz Tektir Bil”
,
Dalgalan göklerde ey şanlı bayrak!,
,Asil Türk kanıyla oldu bayrak
,"Seni yok edemez ingiliz, anzak"
,eski günleri hatırlayarak
,Dalgalan göklerde ey şanlı bayrak!
,dalgalandıkça üstümüzde dik
,Rahat uyuyacak Kemal Atatürk
,Hürriyet içinde seksenmilyon Türk
,Dalgalan göklerde ey şanlı bayrak!
,Dikilen yerde rahatça dur
,Vatan en güzel hayalleri kur
,Gitmesin üstünden ayyıldızlı nur
,Dalgalan göklerde ey şanlı bayrak!
,Yetişti geride kırkmilyon kızan
,Yurdun yanında okunur ezan
,Olmasın bayrağım hiç seni üzen
,Dalgalan göklerde ey şanlı bayrak!
,Solmasın göklerde güzel yüzün
,Gelmesin gönlüne asla hüzün
,Düşmanın üstünde hep iki gözüm
,Dalgalan göklerde ey şanlı bayrak!
,
,Senin hazır canımız
,Destanlar yazmıştık yazarız
,Boyanmak istersen işte kanımız
,Dalgalan göklerde ey şanlı bayrak!
,Ayla yıldızına olurum kurban
,İstersen canımı veririm an
,Uğruna cephede vurulduğum an
,Dalgalan göklerde ey şanlı bayrak!
,seni ellere verirmiyim hiç
,Alsalar canımı olsamda şehit
,Yurdumun en güzel köşesine git
,Dalgalan göklerde ey şanlı bayrak!
,Sanma vurulduğumda vatan gidecek
,Geriden kırkmilyon yiğit gelecek
,Onlarda uğruna canlar verecek
,Dalgalan göklerde ey şanlı bayrak!
,Ey Türk Milletinin kırmızı süsü!
,İnan ayıramaz hiç kimse bizi
,"alırız top, tüfeğimizi"
,Dalgalan göklerde ey şanlı bayrak!
,
"Hilalin ışığım yıldızın pusulam,",
,"Hilalin ışığım yıldızın pusulam,"
,"Değeri ölçülmeyen, bayrak sevgilim."
,göklerim seninle şenlenir benim
,uğruna canlar verdiğim bayrak sevgilim.
,Dilim susmaz haykırır benim.
,göklerin kartalı bayrağım benim
,uğruna döktüğüm helaldir benim
,bağımsızlık sembolü bayrak sevgilim.
,kızımın gelinliği duvağı senden;
,aşkın uğruna savaş edenden.
,seni korumak miras babamdan
,"şehide sarılan bayrak, sevgilim."
,hiçbir Türk seni indirmez yüksekten
,gurur duyarım yükseklere dikmekten
,bıkmaz gönül canım seni sevmekten
,canıma can katan bayrak sevgilim!
,Halil çolak 3.1.2008 ANKARA
,
Güzel Bir Şehidetin Sevgi Fayı,
,kanımın faylarında çoğalan yürek fiyordu
,güneş doğuşundan ödünç aldığım taze hayaller
,gülüşlerin kör avazında
,beni sana çağırır
,yadsımadığım bütün bedellerin ilgisi
,kan üzre kan varken aşk varmış meğer
,aralanan sevinç...
,direnen aşk...
,nefis vicdan arasında Leyla acı
,geçersiz günler
,zamanın kahkahası
,"değişken duygular,"
,heveslerin sılasında kullanılmış yeni ayrılıklar
,sözlerin senesinde biriken benler
,artırılmış öçlerin aynasında
,sevmekle nefret arasında barut kokusu
,kan içre sevdalar şafağı
,aynı bayrak sevda akı
,seni taze hayallerin sılasında sevdim
,içim aşk vatanı
,sevilmek bayrak bayrak
,şehidet günlüğü
,son seven şehidetin yüreği hep bana bağlı
,geliyorum gelişim büyütülmüş acılarla
,
Mustafa Kemal’in Çizmesi,
,Uzamış ulusuma elleri ölümün
,Bayrak bayrak yırtılır toprak...
,Mustafa Kemal’in çizmesi
,Benim bastığım toprak ak
,"Sakarya’da, Dumlupınar’da, Anadolu’da"
,Beni çağırır toprak...
,Mustafa Kemal’in çizmesi
,Türk olup mümkün durmak?
,"İzmir’de, İstanbul‘da, Adana’da"
,Yabancı bayrak dalgalandıkça
,Yaşamak zor bana…
,
Türk Bayrağı En Güzel,
,Kutsal varlık Bayrak
,Onu destekler sancak
,Özgür ülkelerin var.
,asarlar ancak.
,Bayrak özgürlük demek
,Birlik dirlik demek
,Sevginin en güzeli
,Bayrağını sevmek...
,Bayraksız devlet olmaz
,Devletsiz millet olmaz.
,Bayrak salınmıyorsa
,Orda hürriyet olmaz.
,Rengi güzel güzel
,Ay yıldızlı özel
,bayraklar var
,Türk bayrağı en güzel.
,
Sevgi marşı,
,ellerde bayraklar
,dillerde marşlar
,bayrak bayrak dünya
,çoğaldıkça bayraklar
,ayrılıyor yürekler
,bayrakları yakın
,sınırları yıkın
,isimleri silin
,tek bayrak dalgalansın
,SEVGİ BAYRAĞI
,tek sınır aşılmasın
,İNSAN HAKLARI
,tek isim kalsın
,SEVGİ DÜNYASI
,
Antep Savunması,
,Beyaz bayrak beklerdi Fransız komutanı
,"al bayrak çekerdik, kalenin burçlarına"
,ramazan topuyla savaştık tam on ay
,Tam techizat donanmış düzenli orduyla
,Kenetlenmiş Anteplim can siper çarpışıyor
,Girdiği cephede yeni destan yazıyor
,"Topu yok, tüfeği yok, koskoca yürek"
,"semtten, siperden, kahraman çıkıyor"
,"savaş bin yıl sürse, Anteplim dayanacak"
,Kalemizde al bayrak dalgalanıp duracak
,"Bilmiyorlar nesil, öyle şanlı nesil ki,"
