title,poem_cleaned
,"gün Türkiye’m, kefenin bezin yırttı"
,"Fert başına düşense, “MİLLÎ HÂSILA” arttı"
,"Yardım alan değil de, yardım eden Türkiye."
,"Tüm çehresi değişti, bak ülkenin âniden"
,"Hâlâ medet uman var, kâhinlerden, kânîden"
,"Saf kan “doru” at gibi, “şâha” kalktı yeniden"
,"Yardım alan değil de, yardım eden Türkiye…"
,23/08/’11
,Hanifi KARA
,
Türkiye'm den güzeli yoktur,
,TÜRKİYE'MDEN GÜZELİ YOKTUR
,07.11.2013
,Gelin ortalığı karıştırmayın
,Benim Türkiye'm den güzeli yoktur
,Genci biriyle vuruşturmayın
,Benim Türkiye'm den güzeli yoktur
,Dört mevsim yaşanır güzel vatanım
,Uğruna can verir bende yatarım
,Gelin kardeş kardeş yaşayak derim
,Benim Türkiye'm den güzeli yoktur
,Üç tarafı deniz güzel vatanım
,Can veririm uğruna yatarım
,Burda doğdu toprak olacan tenim
,Benim Türkiye'm den güzeli yoktur
,Kürt Türk Alevi Sünni'si birdir
,Herkese yetecek ekmeği vardır
,Neden kavga döğüş gider yıllardır
,Benim Türkiye'm den güzeli yoktur
,Hüseyin'im vatanıma kast eden
,Araştırın bakın atası neden
,Onlardır anasın babasın satan
,Benim Türkiye'm den güzeli yoktur
,
Türkiye Türklerin,
,"Toprağın altında, yatanlar kaldı"
,"Şehit kanlarıyla, sulanmıştır yer"
,"Kefen giyip yola, çıkanlar aldı"
,"Türkiye Türklerin, dinlede kulak ver"
,"Türk’ün Türkten başka, dostu olamaz"
,"Türk vatanından, ayrı kalamaz"
,"Sevdiğini alıp, dostu salamaz"
,"Türkiye Türklerin, dinlede kulak ver"
,"derdini Türk’e, kefen biçmek zor"
,"Hangi it hattine, satılması kor"
,"Başbuğ Atatürk’tür, Alparslana sor"
,"Türkiye Türklerin, dinlede kulak ver"
,"kürdü lazı, sana inanmaz"
,"Sana inananlar, paraya kanmaz"
,"Yüzünü gördüler, hırsız utanmaz"
,"Türkiye Türklerin, dinlede kulak ver"
,"Kutlu ocaklarda, yetişip geldik"
,"Vatanı bayrağı, severek öldük"
,"Dilimiz dinimiz, tekdiye bildik"
,"Türkiye Türklerin, dinlede kulak ver"
,"Bahattin öztürküm, vur tilkiye vur"
,"Binyıllık destanı, yüreklere kur"
,"Ülkeyi bölecek, hainlere sor"
,"Türkiye Türklerin, dinlede kulak ver"
,Bahattin Tonbul
,5.3.2014
,
Türkiye’m ile türküm,
,Sonunda oldu
,zoru başardık
,Milletin ruhunu
,Futbolcularla kardık
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Galibiyet bizlere
,Huzur zevki verdi
,Orada gençlerimiz
,Zorluğa göğüs gerdi
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Başarılı futbol
,Gerçek takdir görüyor
,Millî Takım durmadan
,Saygı sevgi örüyor
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Motivasyon gücüyle
,Şahlandık kuvvetlendik
,Sahada takımları
,Teker teker yendik
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Eleştirmeyi bırak
,Sar bütün kollarını
,Kısaltalım böylece
,Onların yollarını
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Milletiz sıcakkanlı
,Hemen isyân çekeriz
,Konuşmaya başlayıp
,Kötü sözler ekeriz
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Bugün artık bayram
,Dargını barıştırın
,El ele tutuşturup
,Birlikte yarıştırın
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Herkesten bekliyoruz
,Övgüye kalın sadık
,Hep yan yana gelerek
,Hemen ortalara çık
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Moral bizden beklenir
,Bağrımıza basalım
,Ayrılık yapanların
,Seslerini kısalım
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,Bitmesin sevgimiz
,Gitmesin gündüz gece
,Hasan Sancak’ın sözü
,Söylerim hece hece
,Türkiye’m türküm
,Doğuştan beri Türk’üm
,
Kalk ayağa Türkiye Oku öğren sor niye,
,Kitapları okursan
,Yürekleri dokursan
,Okumayan gençlere
,Sebeplerini sorsan
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Kitap gerçek hazine
,Oku bak oku
,Yaprakları karıştır
,Kapatma bak içine
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Konuşur insan canı
,Hiç boş geçirme anı
,Sana vatanı veren
,Unutma an Atanı
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Önemli millî birlik
,Böyle sağlanır dirlik
,uğurda arkadaş
,Gösterin erlik
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Ortadaki cehalet
,gün kalkar elbet
,Bundan büyük zevk duyar
,Anne baba cemiyet
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Okuduğun kitabı
,Yapsın sana hitabı
,Sakın yırtma kardeşim
,Kapla yırtılan kabı
,Kalk ayağa Türkiye
,Oku öğren sor niye
,kötülük illettir
,Haklı olan millettir
,Öğrenme sevdasıyla
,Coşan aziz ferttir
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Katıl kampanyaya
,Dikkat edin hayaya
,Kimse şey yapamaz
,Sağlam duran kayaya
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Cehalet savaşını
,ver uğraşını
,Gerekirse topluca
,Kaldır hemen başını
,Kalk ayağa Türkiye
,Oku öğren sor niye
,Kalkınsın daim vatan
,Yurt verildi kan
,Öğretmen Hasan söyler
,Ayağa kalksın can
,Kalk ayağa Türkiye
,Oku öğren sor niye
,
Türkiye Güzellemesi 3,
,TÜRKİYE GÜZELLEMESİ 3
,"Bolu beyi tuzak kurmuş ağları,"
,Geçit vermez Köroğlu’nun dağları.
,Yağız olmuş uyuz denen tayları.
,Tek yürekte buluşalım Türkiye’m.
,"Al yanaklı Amasya’nın elması,"
,"Dört bucağı şehzadeler yuvası,"
,"Aşıklar diyarı ünlü Sivas’ı,"
,Ozanlarla dolaşalım Türkiye’m.
,"başkadır Bilecik’in Söğüt’ü,"
,"Atamız Osman Bey orda büyüdü,"
,"Edebali verdi ona öğüdü,"
,Geçmiş barışalım Türkiye’m.
,"Kilimler şehridir Emirdağ, Uşak."
,Konya ovasında altından başak.
,Buldan’da dokunur ibrişim kuşak.
,köşene ulaşalım Türkiye’m.
,"yarımadadır ülkem toprağın,"
,"Şifalı suların maden kaynağın,"
,"Dağı, taşı elmas Zonguldak’ın,"
,Sevdasına karışalım Türkiye’m.
,"Fıkra olmuş Of, Ağrı Yunanlı’ya,"
,"Çarpılır girenler Tokat’ta koya,"
,"Kapılır yabancı müthiş korkuya,"
,Sevincine katışalım Türkiye’m.
,"Gezdim hayalimde Türkiye’m seni,"
,"Yakut gerdanlıksın dünyanın beni,"
,"Asya Avrupa’sın gizle buseni,"
,Hoş nazarla bakışalım Türkiye’m.
,Rabia BARIŞ
,
Olmaz Deme hd (her şeyin aşırısı zarar),
,"şeyin aşırısı zarar,"
,Coşmanın sınırı var.
,ucuz hayatlar?
,Maganda kaynıyor sokaklar.
,Bura Türkiye normal bunlar
,*
,"Toplantı, düğün, sünnet, nişan…"
,"Sokağa çıkamıyor insan,"
,"Spora dahi bulaştı kan,"
,"Kim vurduya gidiyor canan,"
,ülkede ağlar anan.
,*
,"Silah, bıçak taşımayanlar"
,Suçlu; değil taşıyanlar.
,"Hiç uğruna yiten yaşamlar,"
,"Sokakları sarmış, çıyanlar."
,Bura Türkiye normal bunlar.
,*
,"Sakat kalan, yatalak olan,"
,"Sokakta, eli silah tutan,"
,"Kimi madde, kimi coşkudan,"
,"Suçlu; yasa, kanun tanıyan."
,ülkede ağlar anan.
,*
,"Hani yasa, nerde kanun."
,"Hırsız, katil, sonu yok gaspın,"
,"Boş, işsiz, sokakta kalanın,"
,Yem piyon sonu bunların.
,Ülkem; güven vermez sokağın.
,*
,"Köyden anakente göç eder,"
,"çocuğu, idare biter,"
,"Eğitimi yoktur, iş ister,"
,Açlık bu; yola sürükler.
,Yaşanır akla gelmez şeyler.
,*
,"yandan terör indi şehre,"
,"Hırsızla, uyuşuk gezenle,"
,"Firensiz kamyon girer eve,"
,"Vay durakta bekleyenlere,"
,Bura Türkiye olmaz deme.
,*
,"Belediye otobüsünde,"
,"Kalır insan toprak dibinde,"
,Toprağın orada işi ne?
,"Yürürken mazgala düşene,"
,Bura Türkiye olmaz deme.
,*
,"Artık sabah eşe çocuğa,"
,"Hakkını helal et dersin ona,"
,"Dönüş olur mu? Akşama,"
,"Trafik, terör kapkaça,"
,"Yaşıyoruz kelle koltukta,"
,*
,"Yasa eksik suçludan yana,"
,"Bak! Hiç uğruna ölen cana,"
,"Sokakta hesaplaşır mafya,"
,"Kurşun değer masum yavruya,"
,Olmaz deme Türkiye bura.
,*
,Burası Türkiye demeden.
,Gelme; görüp görmemezlikten.
,"Vaz geç yasa kanun delmekten,"
,"Deme; olur kereden,"
,"Atıp tutma çıkarın yokken,"
,*
,"Demoğlu; burası Türkiye,"
,"Suçsuz çıkmaz hapis evinde,"
,"Suçlu gezer, alet belinde,"
,"Korkuluk, çelik kapı; inde"
,Sokaktan geçmeye tedbir ne?
,Haydar Demoğlu/Buca-İzmir 2008
,
Yemeyinen bitmiyormuş Türkiye 1,
,YEMEYİNEN BİTMİYORMUŞ TÜRKİYE 2
,25.01.2014
,Hacısı hocası yedi bitirdi
,Kardaşı bacısı yedi bitirdi
,Kimi içten kimi dıştan götürdü
,Yemeyinen bitmiyormuş Türkiye
,Amerika İsrail yan yana geldi
,Güzelim tanklarım nerede kaldı
,Heron uçtu haber İsrail aldı
,Yemeyinen bitmiyormuş Türkiye
,yedik doymadık birazın çaldık
,Banka hortumların unutmuş olduk
,Şeker pirinç yağ kuyrukta kaldık
,Yemeyinen bitmiyormuş Türkiye
,Elli sent e muhtaç idik gelmedi
,Diz çöküp yalvardik olmadı
,Avrupa topluluğa almadı
,Yemeyinen bitmiyormuş Türkiye
,Geçeni unuttuk hep dedik mazi
,Taş toprak kabul etmez utanmazı
,Bizlere çektirenin Kör olsun gözü
,Yemeyinen bitmiyormuş Türkiye
,Dersane denince bitti hayatlar
,Kimi çıkmış gezer altın yatlar
,Yıkıldı dağıldı bütün umutlar
,Yemeyinen bitmiyormuş Türkiye
,Emir geldi okyanustan denizden
,Bize zarar gelir dost bizden
,Hile kapar olduk hep kendimizden
,Yemeyinen bitmiyormuş Türkiye
,Hüseyin Bulut yok şimşekler çaktı
,Herkesin üstünde iz bıraktı
,Kimi içten güler kimin canını yaktı
,Yemeyinen bitmiyormuş Türkiye
,
Türkiye'm Hainlere Dar Olsun,
,Hangi yüzle toprağa baktınız
,Bebeklere kurşun sıktınız
,Kaç ananın yüreğini yaktınız
,yangınlar sizi yakan kor olsun
,Can Türkiye’m hainlere dar olsun
,Nedir söyleyin kuyruk acınız
,Masum Mehmetçiğe niye öcünüz
,Kahpelik kalleşlik bütün gücünüz
,Ameliniz kabrinizde nar olsun
,Can Türkiye’m hainlere dar olsun
,Vatanla bayrakla dertte başınız
,Lanet okutacak mezar taşınız
,Bölmekse yurdumu sinsi düşünüz
,Zannetmem düş size kar olsun
,Can Türkiye’m hainlere dar olsun
,Himaye etmeyin korunamasın
,Defolsun yurdumdan barınamasın
,Tükür çehresine arınamasın
,Vatansıza nefes almak zor olsun
,Can Türkiye’m hainlere dar olsun
,Şeytani inatla kime kastınız
,Düşmanın nefesi olup estiniz
,cihanda bulunmasın dostunuz
,Cehennemde zebaniler yar olsun
,Can Türkiye’m hainlere dar olsun
,
Y  a  s  t  a,
,"Büyük birlik parti lideri kayıp,"
,"Kazaya uğradı rüzgara dalıp,"
,"Yaralandı öldü buz donup,"
,Yazıcıoğlu'na Türkiye yasta.
,"Bindokuzyüzellidört doğumludur,"
,"Yaptığı hizmetler hep olumludur,"
,"İnancı sonsuzdur yüzü nurludur,"
,Yazıcıoğlu'na Türkiye yasta.
,"Muhsin bey Sivas'tan vekil olmuştu,"
,"Demokrasi yönü taktir almıştı,"
,"Mahalli seçime beş gün kalmıştı,"
,Yazıcıoğlu'na Türkiye yasta.
,"Basın camiası yayın yapıyor,"
,"Onunla birlikte beş can kopuyor,"
,"Elveda diyerek gözü kıpıyor,"
,Yazıcıoğlu'na Türkiye yasta.
,"Helikopter düştü aradık,bulduk,"
,"Yaşarmı diyerek hayalller kurduk,"
,"Şair Zeki acıyla dolduk,"
,Yazıcıoğlu'na Türkiye yasta.
,28-3-2009
,
Hayır Türkiye'm,
,HAYIR TÜRKİYE’M
,"Ufkunda Ay, Güneşi müjdeliyor"
,Gözün aydın olsun güzel Türkiye’m
,Halkın özgürlükten vazgeçmen diyor
,Hayır’lısı gelir sana Türkiye’m
,Ata’mın izinde giden Mehmetçik
,Eğemez başını! kalacak Dik
,Yargı asla biat etmedik
,Bağımlı Yargıya HAYIR Türkiye’m
,Kan sulandı Vatan toprağı
,Örülmesin bize yobazlar ağı
,Emin elde kalsın Vatan Sancağı
,Geriye gidene HAYIR Türkiye’m
,Saman altı sular yürütülmesin
,Duyarlı ol Halkım senin sesin
,Cumhuriyet izi hiç silinmesin
,Atalarım der SANA! HAYIR Türkiye’m
,Yıllardan beridir sinsi planlar
,gidişle Vatan’ı parçalarlar
,Hükmedecek bize özgürlük kalkar
,Güzel Vatan için! HAYIR Türkiye’m
,Ata’mı sevmeyen sevmez bizleri
,Yargı yönetimde vardır gözleri
,Silinecek DEMOKRASİ izleri
,Geri tekeline HAYIR TÜRKİYE’M
,
Ak Partiyle Türkiye,
,HAYDİ TÜRKİYE AK PARTİYE
,Haydi benim türkiyem hep ileri koş
,millet uyandı sanmasınlar yoş
,partimiz var artık adıda hoş
,Haydi be türkiyem ak partiyle
,Demireller unutuldu baykalı gidi
,Geçemezler Recep Tayyib i
,Bunca yıldır yettiler ah sizi gidi
,İleri türkiyem ak partiyle
,Rahat yüzü gördü Allahın kulu
,Son seneler gördük fabrika yolu
,Dünya tanır oldu Abdullah Gül ü
,Daha çağdaş Türkiye ak partiyle
,bakın etrafa şeyde fark var
,Eğitim sağlık çevre geniş ufuklar
,Yarınlara açık büyük umutlar
,Modern Türkiye ak partiyle
,Yanlışı yok demedik yalanları yok
,şeyi ortada talanları yok
,Emekli dul yetim üç beş yıldır tok
,Sosyal devlet Türkiye ak partiyle
,Bunca yıldır kimseye bi şey demedim
,karnım doluydu boş idi cebim
,Nenem coşmuş haykırıyor aslan Ercebim
,Müreffeh Türkiye ak partiyle
,Ortadoğu tek ülke büyük Türkiye
,İnanmak gerekir davaya ülküye
,Dünya layık görür bizi övgüye
,Söz sahibi Türkiye ak partiyle
,Hataları vardır düzeltecekler
,Vatandaş vebalini hep bilecekler
,Hep böyle çalışacaklar gidecekler
,İstikrarlı Türkiye ak partiyle
,Methiye yazmıyorum gördüğüm gerçek
,Hadi inkar edelim kim diyecek
,Vatandaş düşünüp karar verecek
,Daha büyük Türkiye ak partiyle
,Aşık Mustafa yım olası şair
,Bunlar gördüklerim bugüne dair
,Devamı gelecek gelcek vesair
,Haydi be türkiyem AK PARTİYLE
,
Bu kadar iş gücü,
,iş gücü millet
,Yatarak yükselecek Türkiye?
,Kremalı bisküvit naneli çiklet
,Satarak yükselecek Türkiye?
,şey hemen hemen ithal oluyor
,Yabancı varsa yurda doluyor
,Bütün öz kaynaklar ihmal oluyor
,Atarak yükselecek Türkiye?
,"makine bizim, yedek parça!"
,verdik ipotek açılan borca?
,"Yarın Allah Kerim, gün harca!"
,Batarak yükselecek Türkiye?
,İMF oynuyor gün bizlerle
,Yüzümüze güler hain gözlerle
,Birbirini itham eden sözlerle
,Çatarak yükselecek Türkiye?
,Kendin ye torunun öder hesabı
,Nasılsa açılmış böyle kapı
,AB’nin bizlere sunduğu hapı
,Yutarak yükselecek Türkiye
,"Yeni borçlar yapıp, borç bitmeden"
,faiz borçlarına yetmeden
,On iki ay oruç iftar etmeden
,Tutarak yükselecek Türkiye?
,Mikdat der suçlular kaçar ikrardan
,Kimse emin değil iktidardan
,Çorbanın suyuna suyu tekradan
,Katarak yükselecek Türkiye?
,
Yaşa Türkiye’m,
,"Gözümden değerli, toprağın taşın."
,Dünyalar durdukça yaşa Türkiye’m…
,Daha asıra ermedi yaşın.
,Dünyalar durdukça yaşa Türkiye’m
,Aldanır nebze hafife alan
,Arzı âlem pek seni kıskanan
,Var oldukça senin aşkınla yanan
,Dünyalar durdukça yaşa Türkiye’m………Lokman Bal
,AL BAYRAĞIN GÖLGESİNDE SERİNCE
,YAŞAYASIN VATANIM GÖNLÜNCE
,SOLMAZ NİCE GÜLLER AÇSIN BAHÇENDE
,DÜNYA DURDUKÇA YAŞA TÜRKİYEM
,ASUMAN SOYDAN ATASAYAR
,İnmesin hilal yıldız bayrağım
,Kanlarımız gazi şehit sancağım
,Askerim polis nur saçar ak bağım
,Dünyalar durdukça yaşa Türkiyem………Süleyman erkuvan
,Hiç kimseye vermem karış toprak
,benim canımsın güzel Türkiye'm
,Özgürce sallansın dalında yaprak
,Dünhyalar durdukça yaşa Türkiye'm....İsmihan Erdoğmuş
,Toprağında nice aslanlar yatar.
,Verilen canlar vatanı vatan yapar
,Mehmedi unutmayız içimizde yaşar
,Dünya'lar durdukça yaşa Türkiye'm............yıldırım yorulmaz
,Asırlar boyunca halkın var olsun
,Çin'le Avrupa'yı bağlayan yolsun
,Dostluğun kaynağı sevgide bolsun
,Dünyalar durdukça yaşa Türkiye'm
,tarafın renk renk çiçekler açar
,Turnalar edayla semanda uçar
,Değerin bilmezler kalacak naçar
,Dünyalar durdukça yaşa Türkiye'm......Fatma Biber
,köşen cennettir kıymet bilene
,Kucak açarsın dostça gelene
,Kim ihanet eder hep dilene
,Dünyalar durdukça yaşa Türkiye'm………İsmihan Erdoğmuş
,Türküler söylenir hep adın sıra
,Destanın yazılmış dağa kıra
,Yokluğun beden yanan çıra
,Dünyalar durdukça yaşa Türkiye'm******Abdullah RAMAZAN
,"Mübarek toprağım, cennet vatanım"
,"karışında var, şehit yatanım"
,İzindeziz Mustafa Kemal Ata nın
,Dünyalar durdukça yaşa Türkiyem
,kış bahar yaz isterim
,sürmeli gelin kız isterim
,sana aşığım ay yıldız isterim
,Dünyalar durdukça yaşa Türkiyem
,Dillerden düşmeyen türküsü vardır
,türküsünde öyküsü vardır
,Hak yolunda giden ülküsü vardır
,Dünya durdukça yaşa Türkiyem
,"Sararım sardırmam, yaran ı sana"
,"Beş vakitte okudum, kuran ı sana"
,Kurban ederim Zaralı Turan ı sana
,Dünyalar durdukça yaşa Türkiyem....Zaralı Turan
,"Bursa, Balıkesir, Çanakkale’si"
,Orda vardır on sekiz mart kalesi
,Şehitlikte yatar Mehmetler hepsi
,Dünyalar durdukça yaşa Türkiye’m
,Kars’ı Diyarbakır Urfa’yla Van’ı
,Ecdadım savaşta döktüler kan’ı
,Sana düşman olan soysuzu tanı
,Dünyalar durdukça yaşa Türkiye’m
,Çukur ovasıyla meşhur Adana
,Pamuk topladın mı? derler adama
,Narenciyesi şifadır cana
,Dünyalar durdukça yaşa Türkiye’m
,Erzurum dadaş Afyonda kaymak
,türlü olmuyor tadına doymak
,Merak edenlere kitaplar kaynak
,Dünyalar durdukça yaşa Türkiye’m
,Artvin yaylasında zaman dursam
,güzel havayı içime alsam
,Horon tepenlerin seyrine dalsam
,Dünyalar durdukça yaşa Türkiye’m
,Sivas’ın ozanı aşığı çoktur
,evde saz vardır kuşkumuz yoktur
,Deyişleri güzel demeler haktır
,Dünyalar durdukça yaşa Türkiye’m
,Kayseri’si ünlü Sabancısıyla
,Lezzetli mantısı pastırmasıyla
,Erciyes kayakla hoş kaymasıyla
,Dünyalar durdukça yaşa Türkiye’m
,Çorum leblebisi Tokat’ın Bat’ı
,Onları yemeye giderim yatı
,Yurdumun yönü doğuyla batı
,Dünyalar durdukça yaşa Türkiye’m
,Mevlana’yı gidip Konya görsem
,Onun türbesine yüzümü sürsem
,Güzel sözleriyle huzura ersem
,Dünyalar durdukça yaşa Türkiye’m
,Adıyaman Nemrut dağına gitsem
,Güneş batımını seyredip gelsem
,Gamı kasaveti hep orda silsem
,Dünyalar durdukça yaşa Türkiye’m
,Amasya elma Rize çay’ı
,Herkese yetiyor ederler payı
,Mardin Hakkari yi git gez Hata’yı
,Dünyalar durdukça yaşa Türkiye’m
,Kırşehir bozlak söylenir durur
,Neşet Ertaş sazın teline vurur
,Muharrem Ertaş’la hep duydu gurur
,Dünyalar durdukça yaşa Türkiye’m
,Hepsini saymaya kalemim yetmez
,Güzel Türkiye'mi gezmeyle bitmez
,Vatanını seven terkedip gitmez
,Dünyalar durdukça yaşa Türkiyem.......İsmihan erdoğmuş
,
Yeşil Türkiye için,
,YEŞİL TÜRKİYE İÇİN
,Çiçekle coşku arttır
,Yaşam kıvamı
,"Orman,su,yeşil şarttır"
,Neslin devamı için.
,"Amacımız,derdimiz"
,Çöl olmasın yurdumuz
,Çalışsın tüm ferdimiz
,Yeşil Türkiye
,
,Yeşil cennet demektir
,hayırlı emektir
,Yeşil gülümsemektir
,Güzel Türkiye
,Orman çeker yağmuru
,Ağaçsız vatan kuru
,Yok insanlık kusuru
,Yeşil Türkiye
,Milyonlarca can yaşar
,Haddi hesabı aşar
,Bizlere görev düşer
,Güzel Türkiye için.
,Mete YILDIZ
,
Gözün aydın Türkiye-Kıbrıs elden gitmiştir,
,GÖZÜN AYDIN TÜRKİYE-KIBRIS ELDEN GİTMİŞTİR
,TOPRAKLARI SATARKEN-BAĞIMSIZLIK BİTMİŞTİR
,Oyun üstüne oyun-Türkiye’de Kıbrıs’ta
,Kara toprağa düştü-aranıyor Ata
,Yunanla Rumlar ile-işbirliği oluyor
,Acı sıkıntısı-keder bizi buluyor
,Gözün aydın Türkiye-Kıbrıs elden gitmiştir
,Toprakları satarken-bağımsızlık bitmiştir
,Nerede yetkili-yok mudur çare bulan
,İmza kayıt altında-yalan üstüne yalan
,ABD AB-başrollerde ikisi
,Bizi kim kurtaracak-mahvedin bölen pisi
,Gözün aydın Türkiye-Kıbrıs elden gitmiştir
,Toprakları satarken-bağımsızlık bitmiştir
,Milli olan değerler-beş paraya satıldı
,Topraklar elden gitti-horlanarak yatıldı
,Yat yat uyu deniyor-emirleri alınca
,Alta doğru sineriz-kurumla doldu baca
,Gözün aydın Türkiye-Kıbrıs elden gitmiştir
,Toprakları satarken-bağımsızlık bitmiştir
,İhanet affedilmez-yasa işlesin yasa
,Suçu olan çekmeli-önlenmeli tasa
,Kem küm etmekle olmaz-kalk ayağa Türkiye
,Varlığına sahip çık-başla şarkı türküye
,Gözün aydın Türkiye-Kıbrıs elden gitmiştir
,Toprakları satarken-bağımsızlık bitmiştir
,Kangren oluşmuştur-kol bacaktan kopmuştur
,Öğrenmek hakkımızdır-nedir nasıl bunu sor
,Kıbrıs Rum’un olursa-ara açılır ara
,Kalbimizde oluşur-kapanmayan yara
,Gözün aydın Türkiye-Kıbrıs elden gitmiştir
,Toprakları satarken-bağımsızlık bitmiştir
,böyle değil idik-şu ölü toprağını
,Silkelen üstünden at-koruyun solan canı
,Elden fırsat kaçarsa-naçar oluruz naçar
,Öğretmen Hasan söyler-kulağa sular kaçar
,Gözün aydın Türkiye-Kıbrıs elden gitmiştir
,Toprakları satarken-bağımsızlık bitmiştir
,
Türkiyem,
,TÜRKİYEM
,"Bahçelerde kokar güller,"
,"Ağaç dallarında öter bülbüller,"
,"Dağda açar menekşe,mor sümbüller,"
,Benim güzel Türkiye
,"Davar yayılır yaylada,"
,"Dağlar gitmesi zor dik yamaçlıkta,"
,"Kuzular meler çayırlıkta,"
,pırıl pırıl güzel Türkiye
,"Şehri köyü çiçek,"
,"Çelik eratlar yapar bekçilik,"
,"Kadını takınmıştır,efendilik,"
,Güzelden daha güzel Türkiye
,"Yemyeşil dağlar,"
,"Meyve verir ağaçlar,"
,"Gelincik kaplı ovalar,"
,Buram buram benim Türkiye
,"Gönlüm ferahlar dağında,"
,"Serinlerim ince yelinde,"
,"Meyve toplarsın bağında,"
,Güzeller güzeli Türkiye
,(DEMYANLİ) İbrahim ÖZDEMİR
,
Bereketle Dolu,
,"Bereketle dolu ekmeğin aşın,"
,"Onun alem koşar Türkiye’m,"
,"Medeniyet kokar taprağın taşın,"
,Öğrenen medeni yaşar Türkiye’m.
,"Altın sayfaları ecdadım yazdı,"
,"Zalim olanların işini bozdu,"
,"Barışa engelli düğümü çözdü,"
,Barışan gönüller coşar Türkiye’m.
,"Asil soyumuzdan örnek aldılar,"
,"Güzelliği yurdumuzda buldular,"
,"Barışçı ulusa hayran kaldılar,"
,Turistlerle dolar taşar Türkiye’m.
,"Kimisi yad elden akıl alsa da,"
,"Kendini bilgisiz bulsa da,"
,"Yanlış olan gidişata dalsa da,"
,gün olur bunu aşar Türkiye’m.
,"Bizim geçmişimiz bizlere yeter,"
,"Gül dalında bülbüller öter,"
,"Elin odunuyla bacamı tüter,"
,Bilmeyen yolundan şaşar Türkiye’m.
,"Kaya der Türkiye’m gözümde cennet,"
,"Hür yaşar kimseye eylemez minnet,"
,"Yaşasın devlet var olsun millet,"
,Kuyu kazan kendi düşer Türkiye’m.
,
Sormam Türkiyem,
,"Cennet vatan’ımsın yurdum,bedenim"
,Seni kimselere vermem Türkiye’m
,Sonsuz varlığına dua ederim
,Olur olmazlara yermem Türkiye’m
,"Destan coşkuları,hazlar diyarı"
,"Gönül türküleri,sazlar diyarı"
,Mavi boncuk gözlü kızlar diyarı
,Sensiz muradıma ermem Türkiye’m.
,"Yiğit meskenleri dağlar bulunur,"
,"Sulak ovaları bağlar bulunur,"
,"köşesinde çağlar bulunur,"
,Senden başkasını görmem Türkiye’m.
,"Ay yıldızlı bayrak solmaz rengini,"
,"Arşa yakın ufkun görmez engini,"
,"Dünya benim olsa bulmaz dengini,"
,Senden ayrı yerde durmam Türkiye’m.
,"Aziz şehitlerin açar gülümde,"
,"Saygı minnetlerim tüter dilimde,"
,"Sonu şöhret diye kalem elimde,"
,Seni arkalardan vurmam Türkiye’m.
,"Kutsal varlığını namus bilirim,"
,"Canım görev olsa koşar gelirim,"
,"Elim sancağında düşer ölürüm,"
,Asla sebebini sormam Türkiye’m.
,
,(21 Şubat 2007-Kadirli)
,
Canım Türkiye,
,Türkiye!
,Türkiye!
,Benim güzel memleketim
,Benim memleketim güzel
,Türkiye
,ucunda güçlü batı
,Diyorlar ki:
,ucu çöl
,Neresinde ölürsen öl
,Benim memleketim cennet
,Benim cennet memleketim
,Türkiye
,Sayısız mutlu sabahlar memleketi
,"Zaferler, tarihler bucağı"
,"19 mayıslar, 27 mayıslar sabahı"
,"Devrimler, çığırlar ocağı,"
,Türkiye
,Ninnisi zafer temli analar
,Oğulcuğu tarih olmuş babalar
,"Daima iyiye, daima doğruya"
,"Hukuktan, teknikten doğuya"
,Işık tutan çabalar memleketi
,Türkiye
,Bağrında ışık yanar doğuştan egemen
,"Hakkın sustuğu, adaletin öldüğü"
,"çırpıda, bağımsız ışığın söndüğü"
,Yerlere sıçrar hemen
,Uygarca çabaya ümit veren
,Türkiye
,bakarsınız Ankara sokakları uykuda
,"İstanbul'um, İzmir'im, Antalya'm çırpınır suda"
,Silkinir sabah melodi dinletir tarihe anıtlardan
,"Oğuzlar, ulu boylar, ta eski Hititler"
,"Tarihim der, inancım, güvenim der"
,"Demokrasim, barışım, insanlığım"
,Canım Türkiye
,(Şair:Zeki Ceylan)
,
Türkiye'm,
,karış toprağın altındır senin
,Benim özvatanım Türk'üm Türkiye'm
,Özünde cevherler saklıdır senin
,"Anayurdum, barkım,güzel Türkiye'm"
,"Sana ruhum, bedenimle bağlıyım"
,"Urfa'lı, Antep'li, Gavur Dağl'ıyım"
,"Dünya tepe, dünyaya Ağrı'yım"
,"Vatanım, evim; Şirin Türkiye'm"
