title,poem_cleaned
,Günde beş yol dur divana
,Sıdk düşüb üstüne
,"Uzan Allah de, Allah"
,Cemâl Hoca
,Cemâl sağa sola bakma
,Zikrini dilden bırakma
,Sakınıp kimseden korkma
,"Ayan Allah de, Allah"
,
Allah Affeder(şarkı),
,birbirimizi sevdik
,sanki suçmu işledik
,rüyalar alemine girdik
,seven kullarını allah affeder
,allah affeder allah affeder
,kulu affetmesede
,allah affeder
,allah affeder allah affeder
,kimse affetmesede
,allah affeder
,sensiz olmak ölümden beter
,ölsem farkeder
,dünya bana elem keder
,seven kullarını allah affeder
,allah affeder allah affeder
,kulu affetmesede
,allah affeder
,allah affeder allah affeder
,kimse affetmesede
,allah affeder
,
"“Ya Allah, ya Allah”",
,"Kalem ucunda zuhur bulmayı bekleyen anlam gibi,"
,Hak Katib’in nezlinde takva fedaisi harf olabilmek
,"Herşeyin başı sonu “Ya Allah, Allah”"
,Uhrevi dünya’yı bilmek
,Varlığın manasını madde’de görmek
,"Fikir tecelli eder “Ya Allah, Allah”"
,Gören kör göze inat
,İşiten sağır kulağa nispet
,"Hidayet gönlümde zikirde “Ya Allah, Allah”"
,Nefse secde eden kardeş
,O’nu hor gören sıddık
,"Tek tabib yolda “Ya Allah, Allah”"
,Zahit gelen hayırla şükrede dursun
,Mevla’dan gelen şer’re duacı olanlar var
,"Sözde değil özde kelam “Ya Allah, Allah”"
,Sevdaya aşina köz gönül sahibi
,eylesin dünyayı alemi
,"O’nun tek derdi “Ya Allah, Allah”"
,
,(11/03/2011) Levvame (Fatih Akdag)
,
ALLÂH Vardır  4,
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,Lâ ilâhe illallah Muhammed Resul ALLÂH(c. c.) ...
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,Lâ ilâhe illallah Muhammed Resul ALLÂH(c. c.) ...
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,Lâ ilâhe illallah Muhammed Resul ALLÂH(c. c.) ...
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,Lâ ilâhe illallah Muhammed Resul ALLÂH(c. c.) ...
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,Lâ ilâhe illallah Muhammed Resul ALLÂH(c. c.) ...
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,"ALLÂH (c. c.) vardır, ALLÂH (c. c.) var!"
,Lâ ilâhe illallah Muhammed Resul ALLÂH(c. c.) ...
,(1995)
,
C i n n e t,
,"Şuurun yerinden çıkıveriyor,"
,"Kendini streze sokuveriyor,"
,"Herkese düşmanca bakıveriyor,"
,Cinnet geçireni Allah korusun.
,"Kuduran nefsini görüyor ilah,"
,"Eline alıyor kesici, silah,"
,"Biranlık gafletle değişir külah,"
,Cinnet geçireni Allah korusun.
,"Sağına, soluna ateş açıyor,"
,"Nefretle birlikte korku saçıyor,"
,"Hedef olmamaktan bilen kaçıyor,"
,Cinnet geçireni Allah korusun.
,"Yakının artar ölü, yaralı,"
,"Susturamaz onu cebi paralı,"
,"Katliam yapacak liste sıralı,"
,Cinnet geçireni Allah korusun.
,"Sabırla düzelir sorunlar,"
,"Kanuna taşınır kötü durumlar,"
,"Zeki bildiğini böyle yorumlar,"
,Cinnet geçireni Allah korusun.
,30-5-2010
,
Allah Korkusu,
,Kurdular kalbime kanlı pusu
,Satıyorlarmış meğer şeref namusu
,Dayandı anlıma namert namlusu
,"Korkmam ama, içimde Allah korkusu"
,Pezevenk üçkağıtçı kesti yollumu
,Vurdular kahpece bağladılar kolumu
,Bilmezler içimdeki yangınlı solumu
,"Korkmam ama,içimde Allah korkusu"
,Gözleri göremiyor paradan
,Hayatları uçurum yaşamları laşka
,"Bunlar inanamaz sevdaya aşk,a"
,"Korkmam ama, içimde Allah korkusu"
,Yığın yığın gelseler kırpmam gözümü
,Alırım göze mapusu alırım ölümü
,Namerten yılmam sarf ederim sözümü
,"Korkmam ama, içimde Allah korkusu"
,
Her Şeyde Bir Hayır Vardır,
,Hayat yolu belli olmaz
,düz bayır vardır
,İsyan etme kaderine
,şeyde hayır vardır
,İşlerin ters gidebilir
,Sevdiğin terk edebilir
,İnananlar böyle bilir
,şeyde hayır vardır
,Veren Allah alan Allah
,Keyfe derde salan Allah
,İsyan etmek elbet günah
,şeyde hayır vardır
,Hakk’ı bilen huzur bulur
,Gafillerse kusur bulur
,İnsanoğlu doğru budur
,şeyde hayır vardır
,
ALLÂH Tek…,
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,"ALLÂH (c. c.) tek, tek, tek tek,"
,(1995)
,
AlLAH’IN SEvGİLİSi,
,ALLAH’IN SEVGİLİSİ
,İns’ü cinnin nebisi
,Sensin Resul Allah
,Allah’ın sevgilisi
,Sensin Resul Allah
,Gülde kokun aranan
,Sensin Resul Allah
,Dilde adı tarana
,Sensin Resul Allah
,Şefaati umulan
,Sensin Resul Allah
,Kalpte sevgisi kalan
,Sensi Resul Allah
,an adı anılan
,Sensin Resul Allah
,tek akılda kalan
,Sensin Resul Allah
,Kalplere sevgi sunan
,Sensin Resul Allah
,Kuruyana can salan
,Sensin Resul Allah
,Makamı yüksek olan
,Sensin Resul Allah
,Yinede yerde kalan
,Sensin Resul Allah
,Kur’an kendine inen
,Sensin Resul Allah
,Acılar sende dinen
,Sensin Resul Allah
,Seçilip gönderilen
,Sensin Resul Allah
,Sorulanları bilen
,Sensin Resul Allah
,Nuru tek gelen
,Sensin Resul Allah
,Ümmetince sevilen
,Sensin Resul Allah
,Kur’an övülen
,Sensin Resul Allah
,Ümmeti gülen
,Sensin Resul Allah
,Emin adını alan
,Sensin Resul Allah
,Sünneti bizde kalan
,Sensin Resul Allah
,Gönüllerin sultanı
,Sensin Resul Allah
,Dindiren akan kanı
,Sensin Resul Allah
,Şefaat hakkı alan
,Sensin Resul Allah
,Miraçta imam olan
,Sensin Resul Allah
,Gökyüzüne yükselen
,Sensin Resul Allah
,Namazla geri gelen
,Sensin Resul Allah
,Selât selam adına
,Sensin Resul Allah
,Tek eren muradına
,Sensin Resul Allah
,Hasan ADA
,12.04.2013
,
Rabbim Allah,
,-Derviş Deyişleri-
,RABBİM ALLAH
,"ALLAH VAR KEDER YOK,"
,"ALLAH VAR ESARET YOK,"
,"ALLAH VAR KORKU YOK,"
,"ALLAH VAR ŞERİKİ YOK,"
,"ALLAH VAR, MEHABBET ÇOK."
,"...HÜCRELER,MOLEKÜLLER,"
,"ZERRELER KÜRRELER,"
,ZİKREDER ALLAH ALLAH..
,"AN ALLAH,"
,"DEM ALLAH,"
,"YERDE ALLAH,"
,"YARATAN ALLAH,"
,"KORUYAN ALLAH,"
,"SEVEN ALLAH,"
,"SEVİLEN ALLAH,"
,"MERHAMET ALLAH,"
,DAİM ALLAH...
,"YARATANIM ALLAH,"
,"MAKSUDUM ALLAH,"
,"NEFESİM İLE ALLAH,"
,"KALBİM DER ALLAH,"
,RABBİM ALLAH.
,"LÂ İLÂHE,"
,İLLALLAH..
,1 garip derviş_m.ali aktar
,28.08.2012/12.00Devamını Gör
,
Y â r,
,Allah dost Allah Yâr
,Dost Allah Yâr Allah
,Allah Yâr Allah Dost
,Yâr Allah Dost Allah
,
Allah Allah Varsın Yarsın,
,Allah Allah Varsın Yarsın
,Allah Allah varsın yarsın
,Yolun ak bana
,İnandım sana
,Hayat bana şimdi gül...
,Allah yeter kuluna
,Allah Allah varsın yarsın
,Allah Allah varsın yarsın
,Kadirsin Ganisin
,Gaffarsın Tevvabsın
,Halimsin Settarsın
,senin yolun ak bana...
,Allah yar bana
,Yaramı gören
,Rızkımı veren
,Sensin alim sensin kerim
,Dünyada ukbada karanlık yok bana
,Ey dost ey gül
,senin yolun ak bana...
,Allah Allah varsın yarsın ey Rahman
,Elif ilk harfin
,Minarelere aşığım
,Elif elif minareler
,Eliftir eğilmez minareler
,senin yolun ak bana...
,Aşık oldum sana
,Hayat bana şimdi gül...
,Ballar balını buldum
,Allah Allah varsın yarsın
,senin yolun ak bana...
,Allah Allah varsın yarsın
,Rızık senden
,Hayat senden
,senin yolun ak bana...
,Ateşten harfler gördüm türlü nakışta
,Gönlüm çiçek işi kışta
,Yollar kaybolur yokuşta
,Allahım yarsın tek
,senin yolun ak bana...
,Güvendim sana
,Hayat bana şimdi gül...
,yerindesin yerindesin kalbimdesin...
,Allahım
,Sabah -akşam
,Sabah -akşam
,Beyazlığı çağırıyor gönlüm
,Gölgem beyaz olsun
,senin yolun ak bana...
,Sevgin sevgilerin paşası
,Sevgilerin paşası sevgin bende
,Yerde -gökte
,Yerde -gökte
,Zikretmek seni
,senin yolun ak bana...
,Allah Allah varsın yarsın ey Rahman
,En sevdiğim hal secde
,Secde sana
,Arındırmış alnım kendini çirkinliğinden
,Secdelerde alnım...
,Ellerim çiçeklensin dualar için...
,senin yolun ak bana...
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,Allah yar bana
,Rızkımı veren
,Allah yar bana
,Dünyada ukbada karanlık yok bana
,onun yolun ak bana...
,Sevgilerin paşası senin sevgin bende
,Güneş değil güneş dostluğun güneş bana
,Allah Allah yar Allah
,senin yolun ak bana...
,Düşman olmaz ateş bana
,İbrahim sevdim seni
,Allah Allah nur Allah
,senin yolun ak bana...
,Allah yar bana
,İmdadıma varan
,Dünyada ukbada karanlık yok bana
,yerindesin yerindesin kalbimdesin...
,senin yolun ak bana...
,Aşık oldum sana
,Hayat bana şimdi gül...
,Allah Allah varsın yarsın ey Rahim
,Allah yar kuluna...
,Allah nur kuluna
,Allah yeter kuluna
,Sevgilerin paşası senin sevgin bende
,senin yolun ak bana...
,Allah yar bana
,Dünyada ukbada karanlık yok bana
,Allah yar bana
,Körllüğümü kıran
,Alnım seccadenin kuğusu
,yerindesin yerindesin kalbimdesin...
,senin yolun ak bana...
,Allah Allah varsın yarsın ey Semi'
,Allah yeter kuluna gayriye hacet
,İstemem gül olsa cennet...
,Sevgilerin paşası senin sevgin bende
,senin yolun ak bana...
,yerindesin yerindesin kalbimdesin...
,senin yolun ak bana...
,Allah yar bana
,Dünyada ukbada karanlık yok bana
,Allah Allah varsın yarsın ey hafi
,Allahım nurun annenin şefkatinde
,Kıyamet saatinde...
,Sevgilerin paşası senin sevgin bende
,senin yolun ak bana...
,Allah yar bana
,Dünyada ukbada keder yok bana
,Allah Allah varsın yarsın hay
,şey dönüyor senin nuruna
,Güneşine güneşler dönsün
,Sevgilerin paşası senin sevgin bende
,Seccademin yüzü hep gül bana
,senin yolun ak bana...
,yerindesin yerindesin kalbimdesin...
,senin yolun ak bana...
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,Allah Allah varsın yarsın şafi
,Allah Allah yar Allah
,Yarama neşter vuran
,Düşman olur sıhhat bulunmaz devlet
,Düşman olur mal servet
,Allahım yerde nurun
,yer kula cennet
,Sevgilerin paşası senin sevgin bende
,Kıyamdayım kem rüzğarlara direnen ağaçlar
,senin yolun ak bana...
,yerindesin yerindesin kalbimdesin...
,senin yolun ak bana...
,Allah Allah varsın yarsın Hafız
,Allahım Zahirsin
,Allahım Batın
,Zikrediyor seni dağlar taşlar
,Güneş değil senin dostluğun güneş bana
,senin yolun ak bana...
,yerindesin yerindesin kalbimdesin...
,senin yolun ak bana...
,Aşık oldum sana
,Hayat bana şimdi gül...
,Allah Allah varsın yarsın ey Kerim
,Nura yollar açmış Allah
,Gül gül izler saçmış Allah
,Allah Allah yar Allah
,Bilen benim bildiren
,Güneş değil Allah'ım dostluğun güneş bana
,Kıyamdayım minareler
,senin yolun ak bana...
,Varlığımın sebebisin
,senin yolun hak bana
,Allah Allah varsın yarsın Kadir
,Yandım yandıkça
,Dedim Allah Allah
,Yöneldim Allah'a
,Allah Allah dedim
,Pervane döndüm
,senin yolun ak bana...
,Allah yar bana
,zerreyim ummana daldıran
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın ey Subhan
,Sevgilerin paşası sevgin bende
,senin yolun ak bana...
,Allah yar bana
,Dünyada ukbada yalnızlık yok bana
,Aşık oldum sana
,Hayat bana şimdi gül...
,ona oldum deli divane
,Deli divane
,Durdum divana
,Pervane döndüm
,Allah yar bana
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın ey Nur
,Seccadede gözlerim bulut
,Sevgilerin paşası sevgin bende
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Ateşten harfler gördüm türlü nakışta
,Gönlüm çiçek işi kışta
,Yollar kaybolurken yokuşta
,Pervane döndüm
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Seccadede gönlüm at
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Allah Allah dedim
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşkını saray bildim
,Rasulünü gül bildim
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,Durdum divana
,Dünyadadır cennet dileyen insana
,Mum kaşık ışık vermez insana
,Durdum divana
,Pervane döndüm
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Sevgilerin paşası sevgin bende
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Seccade bağ oldu
,Salkım salkım üzüm
,Allah'a olsun yüzüm
,Durdum divana
,Pervane döndüm
,Rasulünü gül bildim
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşkını gül bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Aşık oldum sana
,Hayat bana şimdi gül...
,Durdum divana
,Iraklar oldu yakın
,Dünyayı yakın
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşkını yol bildim
,Hamdım piştim yandım
,Rasulünü gül bildim
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Ateşin içinde İbrahim'e cennet...
,Deli divane
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşkını dal bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,Durdum divana
,Tatlıdır acısı okun
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Sevgilerin paşası sevgin bende
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Ali durdum divana
,Bende ordu ordu cepheye akın
,Dünyayı yakın
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşkını sıla bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Aşık oldum sana
,Hayat bana şimdi gül...
,Namaz cennet
,Deli divane
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşkını yar bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Odur hak günün sahibi
,onun yolu ak bana...
,Durdum divana
,Bal tattı dilim
,Yeşerdi elim
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Hasreti nur bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana..
,Odur kerim Odur latif.
,Rasulünü gül bildim
,onun yolu hak bana...
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,Yolumda gül ölüm
,Dünyayı yakın
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Sevgilerin paşası sevgin bende
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Allah Allah der aşıklar
,Bal sofrasında kaşıklar
,Aşık oldum sana
,Hayat bana şimdi gül...
,Dunyayı yakın
,Gecede yıldız yıldız ışıklar
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Ayrılığı zor bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Bahar gecesi
,Bayram gecesi
,Altından kıymetli hecesi
,Allah Allah dedim
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Gönlümü er bildim
,Hamdım piştim yandım
,Rasulünü gül bildim
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Aşık oldum sana
,Hayat bana şimdi gül...
,Okudum yıldızları
,Yıldız yıldız seccadem
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Gururu ar bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Zahirden dedim Allah
,Batından dedim Allah
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Sevgilerin paşası sevgin bende
,Dünyada ukbada korku yok bana
,onun yolu ak bana...
,Yaratan rızıklandıran
,onun yolu hak bana...
,İndikçe indim içime
,Aklar düşsün saçıma
,Ak sakallı bilge bana seccadem...
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşığı kül bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,Kabul olsun dileğim
,Seccadem benim meleğim
,Allah Allah der felekler
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,İsyanı kor bildim
,Hamdım piştim yandım
,Rasulünü gül bildim
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Gider miyim ah imansız
,Gidilmez imansız
,Yol oldu sırat oldu seccadem
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,bedeni asker bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Zaman ahir zaman
,Etrafım dinsiz imansız
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Aşkı pir bildim
,Hamdım piştim yandım
,Rasulünü gül bildim
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Kula kul olmuş
,Secdede eğilmeyen başlar
,Gözümde yaşlar
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Dünyayı kuyu bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,Hasret bağrımı haşlar
,Dilsiz değil zikirde olgun taşlar
,Zikirde olgun başlar
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Gafleti kir bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu hak bana...
,Yar ona kurtlar kuşlar
,Deli divane
,Durdum divana
,Pervane döndüm
,Güneş değil güneş Allah'ın dostluğu güneş bana
,Allah Allah varsın yarsın Nursun
,Özümü hiç bildim
,Hamdım piştim yandım
,Dünyada ukbada karanlık yok bana
,onun yolu ak bana...
,Kainatın sahibi
,Rasulünü gül bildim
,onun yolu hak bana...
,Gönlüm boş kalırdı dolduran
,Aşık oldum sana Allahım
,Hayat bana şimdi gül...
,
Bebeciğim,
,Özledim seni miniciğim
,"Pembecik tenini, küçücük ellerini"
,Cennet kokulu bebeciğim
,Gülüm benim Beren’im
,"Boncuk gözlerini,sarı saçın tellerini"
,Akşam olsun seveceğim
,Masallar anlatıp ninniler söyleyeceğim
,Tatlı şeker gülüverenim
,Allah Allah deyiverenim
,Berengül’üm Gülberen’im
,Benim beyaz kelebeğim.
,
Gider Allah Allah diye,
,16.12.2006
,GİDER ALLAH ALLAH DİYE
,sevda başınan
,Gider Allah Allah diye
,Gözlerim dolar yaşınan
,Gider Allah Allah diye
,Kul olan kendin bilmeli
,Allaha divan durmalı
,Eş dost yanında olmalı
,Gider Allah Allah diye
,Muhammede el verelim
,Cennet bağına girelim
,yola kuban olalım
,Gider Allah Allah diye
,Can verelim dostumuza
,Kötülükler gelsin dize
,Hızır yoldaş olsun bize
,Gider Allah Allah diye
,Hüseyin çekti çile
,Hak kelamı gelsin dile
,Ateş te yanan bülbül
,Gider Allah Allah diye
,
Bilirmisin Nedir Zikir,
,Bilirmisin nedir zikir
,Zikirle olur fikir
,nefeste Hakk'a şükür
,Eyle Allah diye diye
,Kulağın Hakk'ı dinlesin
,Gözün onu seyreylesin
,"Dilin,kalbin devreylesin"
,Allah Allah diye diye
,Tefekkürün Allah olsun
,Gönlün Allah dolsun
,yönün Allah'a dönsün
,Dönsün Allah diye diye
,Yediğini Allah
,Öğdüğünü Allah
,Sevdiğini Allah
,Sev sev Allah diye diye
,aşı aşlıyorsun
,Nefsini taşlıyorson
,işemi başlıyorsun
,Başla Allah diye diye
,Gönlünü düşürme ğayre
,Elini çalıştır hayre
,Ayağın yürüsün yare
,Yürü Allah diye diye
,AHMED kul oldu Ahmed'e
,Gark oldu anda rahmete
,Köle oldu Muhammed'e
,Allah Allah diye diye...
,28.03.1979
,
Eşitsin,
,"İnsanı mensub olduğu, kavmi suçluyorlar,"
,"Yürekleri yetiyorsa, Allahı suçlasınlar,"
,"Hiç kimse kendi seçmedi, mensup olunan kavmini,"
,"Allahın bahşettiğini, almayanlar almasınlar."
,"Farketmez kimden olduğun, Allah katında eşitsin,"
,"Kavmin suçlayanlar, Allahı sorguya çeksin,"
,"Allahı biliyorlar, utanma var onlarda,"
,"diyeyim sizin için, Allah sizi ıslah etsin."
,
Allah Allah deyi tavaf edelim,
,ALLAH ALLAH DEYİ TAVAF EDELİM
,16.02.2012
,Nuhun tufanında suya gömüldü
,Halili İbrahim yeniden kurdu
,İnsanlar tavafa gelsinler derdi
,Allah Allah deyi tavaf edelim
,Hacerül Esvet taşını
,Resulüm çekti başını
,Akıtalım göz yaşını
,Allah Allah deyi tavaf edelim
,Peygamberimin mekanı
,Orda yatar canlar canı
,Yaradan versin dermanı
,Allah Allah deyi tavaf edelim
,Hasretim geleceğim
,Orda hacı olacağım
,Daim doğru kalacağım
,Allah Allah deyi tavaf edelim
,Hüseyin özledi gelecek seni
,Yüzünü sürmeye güzel mekanı
,Bol bol analım Allah adını
,Allah Allah deyi tavaf edelim
,
Allah’a Sesleniş,
,"Kainatı yaratan,"
,"Rahman rahim Allah,"
,"Allah,Allah,İllallah,"
,La ilahe illallah.
,"Canlıları yaşatan,"
,"Doyuran yüce Allah,"
,"Allah,Allah,İllallah,"
,La ilahe illallah
,"Rızıkları yağdıran,"
,Bereketi bol Allah.
,"Allah,Allah,İllallah,"
,La ilahe illallah.
,Nimetlerin kaynağı
,Nimeti sonsuz Allah.
,"Allah,Allah,İllallah,"
,La ilahe illallah.
,"Hastalardan şifayı,"
,"Esirgemeyen Allah,"
,"Allah, Allah İllallah,"
,La ilahe illallah.
,"Dertlilerin,devası,"
,"Benzersiz ulu,Allah."
,"Allah, Allah,İllallah,"
,La ilahe İllallah.
,"Gönüllerin sultanı,"
,Ey şanı büyük Allah.
,"Allah, Allah, İllallah,"
,La ilahe illallah.
,"Hepimizi koruyan,"
,"Kol,kanat geren Allah."
,"Allah,Allah,İllallah,"
,La ilahe illallah.
,"Çaresiz bırakmayan,"
,Çaresi sonsuz Allah.
,"Allah,Allah,İllallah,"
,La ilahe illallah.
,"Yapan biz, yaptıran o,"
,şeyi bilen Allah.
,"Allah, Allah,İllallah,"
,La ilahe illallah.
,"Tövbeyi kabul eden,"
,"Bağışı bol,Tek Allah."
,"Allah, Allah, İllallah,"
,La ilahe İllallah.
,"Bağışla,kullarını,"
,"Bağışla, ulu Allah."
,"Allah,Allah,İllallah,"
,La ilahe illallah.
,bestelenmiştir.
,
Allah Allah Hü Eyvallah,
,"Allah Muhammed Ali,"
,"Ezeli demişiz beli,"
,"Pirimiz Bektaşi Veli,"
,Allah Allah Hü Eyvallah
,"Hasan Dedik yola girdik,"
,"Hüseyin Bağında Öttük,"
,Zeynel'in Sırrına Erdik
,Allah Allah Hü Eyvallah
,"Bakır'ın Yoluna Vardık,"
,"Cafer'in İlmine Daldık,"
,"Musa,Rıza Deyu yandık,"
,Allah Allah Hü Eyvallah
,"Taki Naki Hak Katında,"
,"Askeri'nin Gül Zatında,"
,"Mehdi Sahip Zamanında,"
,Allah Allah Hü Eyvallah
