title,poem_cleaned
,"Kışı aştığı zaman, akrabayı hatırlar"
,"Büyük küçük tanımaz, böyle şeyleri bilmez"
,"Akrabalık bağı var, öyle kolay ölmez"
,"Yıllar geçer aradan, ziyaretine gelmez"
,Yaşı taştığı zaman akrabayı hatırlar
,Elinden şey gelmez göz çıkarır kaş
,açlık çekip çocukları yaş
,"Tenceresi boş kalıp, içi dolu taş"
,Aşı piştiği zaman akrabayı hatırlar
,"Başına hal gelir, kaçar seni görünce"
,Dünyada adalet var şey yerli yerince
,"Kendisi hastalanıp, başı derde girince"
,Leşi şiştiği zaman akrabayı hatırlar
,Herkeste hastalık yoktur bunun velisi
,Bundan hep yakınıyor belki yüzde ellisi
,İnsanlar acaip hep oldum delisi
,Kişi şaştığı zaman akrabayı hatırlar
,
Zaman,
,l
,Gül yanında har zaman
,Sevda kuşu yar zaman
,ömür takvimlerden
,Dökülür zaman
,Elde sabun köpüğü
,Gönüllerde sır zaman
,Kışta gün ışığı
,İlkbaharda kar zaman
,Beyaz kanatlarına
,Al beni sar zaman
,ll
,tükendim bittim
,Hayat sende gür zaman
,Saray kurdum mekansız
,Giremezsin dur zaman
,Sil adını hülyamdan
,Hudutların dar zaman
,durdur çarkını
,mühlet ver zaman
,
Ne Zaman..,
,Hani yağmurlar dökülürken
,Hani samanlar sararırken
,Hani gökyüzünden yıldızlar kayarken
,Söz vermiştin..............
,Gelecektin..................
,zaman....................
,"zaman, suna yüzlüm"
,"zaman, ceylan gözlüm"
,zaman....................
,Aşkın kavrulmuşken
,"Kül olup, savrulmuşken"
,Azaplara sürülmüşken
,zaman....................
,zaman aşk çiçeğim
,zaman nazar boncuğum
,zaman....................
,Gönlüm aşkın susturulmuşken
,İçin erirken
,Buhar olup bulutlaşırken
,Azraille çebelleşirken
,zaman.....................
,zaman ahû yüzlüm
,zaman gece gözlüm
,zaman......................
,zaman......
,
Bu Zaman,
,Fikir tezgahının kırıldı çarkı
,acayip zaman olmuş zaman.
,Kalmadı gecenin gündüzden farkı
,acayip zaman olmuş zaman.
,"Ayaklar baş oldu başlar firarda,"
,"Yerinden sökülen taşlar firarda,"
,"Olağan, gündelik işler firarda,"
,acayip zaman olmuş zaman.
,"Kalmadı muhabbet, cüzdanda sevgi,"
,"Ayaklar altında örf görgü,"
,"Ar pazara düşmüş, değerler sergi,"
,acayip zaman olmuş zaman.
,Sabır ırmağının kurudu suyu
,Arefe -bayramın değişti huyu
,Düşünmeye yeğler olduk uykuyu
,acayip zaman olmuş zaman.
,"Yetmiyor takatım devadan yana,"
,"Gözyaşım duamdır mukaddes yöne,"
,"Dilerim devran tersine döne,"
,acayip zaman olmuş zaman.
,İşte ahir zaman olmuş zaman.
,Sivas'2008
,
Zaman,
,ZAMAN
,"Dünya benim olur, ayrılık vuslat"
,Aşkım ellerini tuttuğum zaman
,"Kalbim mahkum gibi, ellerim tutsak"
,Sevdam yüreğine aktığı zaman
,Ayrılıyor benden dert tasa
,"Gücüm yok inanki, hiç itiraza"
,Sensiz hallerim bürünür yasa
,"Yokluğun içimi, yaktığı zaman"
,Dermansız derdimin sensin dermanı
,"Boynum sana hazır, okut fermanı"
,Üşütür titretir hasret rüzgarı
,"Güneşin üstüme, battığı zaman"
,"Şunu bilki artık, senden kaçamam"
,goncaya güller açamam
,"Tutulmuş ışığım, şavkı saçamam"
,Karanlık gecelere saptığım zaman
,demek sensizlik söyle demek
,"Gözyaşım yüreğim, değilmi emek"
,İnan kahr olurum geldim bilerek
,Kurşunu kafama sıktığın zaman
,"KILIÇ,vurmuş felek, sende vur durma"
,"İster isen halim, hatırım sorma"
,Bana sevda verip kendini yorma
,"Ecel peşime, ölümü taktığı zaman"
,
Hep Haklı Çıktı Zaman,
,HEP HAKLI ÇIKTI ZAMAN
,"Çocukluğu gençliği, sanki hiç yaşamadık"
,"Mevsimler gelip geçti, su aktı zaman"
,"Güvercin kanadında, baharı okşamadık"
,"yığın hatırayı, kül etti yaktı zaman"
,"aşkın deryasında, yalnız olacaktım"
,"Albümdeki resminle, baş başa kalacaktım"
,"En son nefeste bile, kapını çalacaktım"
,"Usandı beklemekten, sitemden bıktı zaman"
,"İkimizin olduğu, dünya kuracaktım"
,"Gördüğün rüyaları, hep hayra yoracaktım"
,Kıpkızıl akşamları tüllere saracaktım
,"En renkli umutları, vakitsiz yıktı zaman"
,"Durmadı kararında, verdiği sözden caydı"
,"Görmedi kusurunu, herkesi suçlu saydı"
,"Gökyüzünden gece, yıldız kaydı"
,"Yolcu etti herkesi, ardından baktı zaman"
,"bakış, son yalvarış, ruhumu esir aldı"
,"Kurulu saatlerin, hepsi zamansız çaldı"
,"Başladığım tablolar, resimler yarım kaldı"
,"Hesabı çabuk gördü, hep haklı çıktı zaman"
,
Ne zaman,
,zaman döneceksin?
,zaman yollarına bakarak gözlerim dalmayacak?
,"zaman ‘canım geldim,’ diyeceksin?"
,"zaman sarılıp boynuma,"
,Beni sevdiğini söyleyeceksin?
,zaman dinecek kalbimdeki ince sızı
,Gelişini özlemekten zaman vazgeçeceğim?
,Artık bilmek istiyorum:
,"zaman geleceksin,"
,"zaman güleceksin,"
,"zaman güldüreceksin,"
,zaman? ..
,
 Ağlamak İsterse Gökyüzü,
,Ağlamak isterse gökyüzü
,Şimşekler söylerse son sözü
,Damlalar inerse toprağa
,beni zaman hatırla
,Yağmurda ıslandığın zaman
,Rüzgarla üşüdüğün zaman
,Çaresiz titrediğin zaman
,beni zaman hatırla
,Gecenin soğuk ayazında
,Gözyaşın donduğunda
,Yapayanlız tek kaldığında
,beni zaman hatırla
,Kapıların kapandığında
,Yanakların ıslandığında
,Ellerin boş kaldığında
,beni zaman hatırla
,Şiştiğinde ıslak gözlerin
,Tıtrediğinde taş yüreğin
,Korkup ürperince bedenin
,beni zaman hatırla
,Ağlamak isterse gökyüzü
,Şimşekler söylerse son sözü
,Damlalar inerse toprağa
,beni zaman hatırla
,Mart 2002
,(Benim eski asla eskimeyecek şiir)
,
Zaman,
,"hicrandır sunulan kader kadehinden,"
,"Bilmem kaçıncı gecem yokluğunun eşiğinde,"
,"Esrarlı acı filizlenir yüreğimde,"
,Sabıkamdan anıları siliyor zaman.
,Sensizlik hükmünü giyiyor zaman.
,"Yalan Dünya’nın anlamsızlığında,"
,"Gözyaşıma dokunup kaçıyor zaman,"
,"Firari yıllarımın son sayfasında,"
,İmzasını bırakıp gidiyor zaman.
,"Aynaların riyakâr gözlerinden,"
,Kahkahalara halime gülüyor zaman.
,"Serseri sabahın aydınlığından,"
,"ezgi belirir karanlığımda,"
,"Güftede hasret, satırlarda hicran,"
,Yalnızlık türküsünü yazıyor zaman.
,"Nefesimi boğazımda düğümlercesine,"
,Gönül tufanımda boğuyor zaman.
,"zaman Kadere gülüp geçsem,"
,"Karanlığın fecrinden medet beklesem,"
,"Azrail’e diz çöküp katlim istesem,"
,Ruhumu hayata sürüyor zaman.
,"Mazimi zulmetimin eşiğinde bırakıp,"
,Umudumu gasp edip gidiyor zaman.
,"Düşlerde uyanırken vuslatın köşesinde,"
,"Kâbus olup göz kapaklarımda doğuyor zaman,"
,"Eşkıya rüzgârın komutasında,"
,Ağır Ağır hasreti esiyor zaman.
,"Zulamda sakladığım neşeyi zincirleyip,"
,Dudaklarımdan tebessümü siliyor zaman.
,"Gözlerimi kapatıp sevdama ersem,"
,"Yârim kaldı deyip gün idam etsem,"
,iki tebessüme eyvallah desem.
,Yüreğime gözyaşı ekiyor zaman.
,"Ölümü gölgeme vekalet edip,"
,Nefes Nefes Ardımdan geliyor zaman…
,
Seçime Az Zaman Kaldı,
,Beş yıl önce seçim oldu
,Seçime zaman kaldı
,Geçti yıllar dönem doldu
,Seçime zaman kaldı
,"Yollarımız delik, deşik"
,"Köylü susuz, yanmaz ışık"
,"Enflasyon var, fiyat şişik"
,Seçime zaman kaldı
,İşsize iş bulunmadı
,Susuz tarla sulanmadı
,Millet hâli bilinmedi
,Seçime zaman kaldı
,Seçimde verilir sözler
,Hükümetler zaman gözler
,"Aldanan, yanılan bizler"
,Seçime zaman kaldı
,Vekil Ankara'dan gelmez
,Vatandaşı kimse bilmez
,Açlıktan insanlar ölmez!
,Seçime zaman kaldı
,Çobanoğlu söyler sözü
,"Yandı ateş, sönmez közü"
,Hiç gülmedi halkın yüzü
,Seçime zaman kaldı
,(17.06.1999)
,
Modern Zamanlar Çıkmazı,
,Rahatlardın sakinleşirdin
,Eleştirip yere çaldığın zaman
,Sonra dengesizce mutlu olurdun
,Yalvarıp gönlümü aldığın zaman
,Ağlar çoğu defa uyuyamazdın
,Vicdanını yastık bildiğin zaman
,İçini dökerdin sırdaşım derdin
,Gölgenle baş başa olduğun zaman
,Sığındığın şeydi som yalnızlığın
,Kıyıda köşede bulduğun zaman
,Aklınla aranı düzeltemedin
,Kırkında kararsız kaldığın zaman
,Zihnine gönlüne virüs bulaştı
,Sanal âlemlere daldığın zaman
,Eyvah dedin eyvah kendime ettim
,Son kez namazımı kıldığın zaman
,
Bu vatan toprakların da....,
,vatan topraklarında zaman
,istiklal marşı çalınır söylenir
,vatan topraklarında zaman
,atatürk'ün çizgisinde gidilir
,devrimleri örnek alınır
,vatan topraklarında zaman
,şerefle şanla şehit verilir
,cumhuriyetimiz ilelebet
,şahlanır baki kalır
,vatan topraklarında zaman
,onuncu yıl ellinci yıl marşları
,çalınır söylenir
,vatan topraklarında zaman
,şanlı türk bayrağımız gururla dalgalanır
,vatan topraklarında zaman
,ulusumuz bağımsızlığımıza sevdalanır
,vatan topraklarında zaman
,damarlarımızda türk'lük kanımız
,akar coşar kalplarde atar
,
Şaha kalksın tabiatın kadını,
,Ağaçlar tomurcuk yavruyu alıp
,Beşik sallandığı zaman gel
,Kuşun kainatı ninniyi çalıp
,Pervaz vurup dallandığı zaman gel
,Kaba poyraz silkeleyip sıkmalı
,Tomurcuk patlayıp çiçek çıkmalı
,Çiçeğin damardan kanı akmalı
,Kovanların ballandığı zaman gel
,Ağacın dibini hafif kazmalı
,Diplerine yağmur suyu sızmalı
,Bülbül gagasıyla güle yazmalı
,Yare selam yollandığı zaman gel
,Çobanlar yüzünden öpsün kuzunun
,tadı gelsin bütün yazının
,Madımak toplayan köylü kızının
,Yanağının allandığı zaman gel
,Hiçbir şey vermiyor aşkın tadını
,İnsanlar severek alır adını
,Şaha kalksın tabiatın kadını
,Gönüllerin halandığı zaman gel
,Aşık boraniyim muhabbed aşı
,Ağaçlar süslesin kirpiği kaşı
,Bizi kabul etsin toprağın döşü
,Muhabbetin bollandığı zaman gel
,
İşte O Zaman,
,Aşkın perişanı hicranlardadır
,Beraet nişanı vicdanlardadır
,Helal edilen hak semalardadır
,Şahit ol Rab işte zaman
,Gönüllere zorla girilemez
,Orada huzurla kalınamaz
,Sevgi para alınamaz
,Çareler tükenir işte zaman
,Gönülden sevgiyle mekan alınır
,Layık olununca orda kalınır
,Göçünce dünyadan rabıtalanır
,Anılarda yaşar işte zaman
,Yokluğunda seni anıyorlarsa
,Nerededir diye arıyorlarsa
,Düşünceni sarıyorlarsa
,Gönüllerdesindir işte zaman
,Milyonlarca kalbe girdiğin zaman
,Sevgi kozasını ördüğün zaman
,Velhasıl iştirak gördüğün zaman
,Ölsen gam yeme işte zaman
,Fatih 04.04.01
,İST.
,
Zaman,
,"Gel zaman,"
,"Git zaman,"
,"Doğanları,"
,"Yaşayanları,"
,"Ölenleri, avut zaman,"
,"Bilmem, senin zamanın, zaman?"
,
Ayrılık Rüzgarı,
,zaman esti
,ayrılık rüzgarları
,"böylesine sert,hoyrat"
,zaman çözüldü elin
,elimden
,tenin tenimden
,zaman vazgeçtik birbirimizden
,nerede kaybettik umudu..
,"Okyanusları,denizi geçtikte"
,zaman boğulduk gölde.
,zaman çıktı fırtına
,"zaman estik,"
,zaman savrulduk
,zaman yıktık köprüleri
,yaktık gemileri
,geçmişi sildik kalemde
,ben....ben
,zaman yok oldum gözlerinde.....
,25.07.2008
,
Duman oldum,
,Duman oldum
,Seni sevdiğim zaman
,Birde beni sormasan
,şey biter zaman
,Duman oldum duman
,Sensiz kaldığım zaman
,Zaman bizim zamanımız
,Nerde kaldı toprağımız
,anasız babasız
,şey geçti zamansız
,Duman oldum duman
,Sensiz kaldığım zamana
,Kaçıp giden zamana
,Laf söyletmem anama
,Su vermesen babama
,Sevgimiz biter burada
,Duman oldum duman
,Sensiz kaldığım zaman
,Seviyorum seni sonsuz
,Bırakma beni donsuz
,Kaldım banyoda sabunsuz
,susuz köpüksüz
,Duman oldum duman
,Sensiz kaldığım zaman
,Çocuklarımın anası
,Yalınız kaldı danası
,Uykusuz kaldı babası
,Uyusunda büyüsün neni
,Duman oldum duman
,Sensiz kaldığım zaman
,İnsanlara iz bırak
,Karşılaştığında yüz bırak
,anlamlı söz bırak
,Seni gören göz bırak
,Duman oldum duman
,Seni sevdiğim zaman
,Sözün özü dede durmuş Ünal
,
Hatırlat,
,zaman geldin
,zaman gittin
,zaman ağladım
,zaman unutmaya başladım
,Unuttum gelde hatırlat hadi
,
Ne Zaman,
,ZAMAN
,"Ay ışığı camdan vururken gece,"
,"Çıkamaz dudaklar arasından hece,"
,"Kim bilir zaman çözülür bilmece,"
,zaman…ama zaman…
,"Gün doğmuş güneş vururken yüzüne,"
,"Hadi bul inanacak adam, sözüne,"
,"Belki herkes döner gün özüne,"
,zaman…ne zaman…
,"Güller solmuş, baharlar hazan,"
,"Haklı çıkmış hep, oyunu bozan,"
,"Belki değişir bu, kara yazıları yazan,"
,zaman…de zaman…
,"Nasıl inandık, sahte sözlere,"
,"Nasıl kandık, sahte gülüşlere,"
,"Nasıl katlansın insan, zamansız ölüşlere,"
,belki hiçbir zaman…hiçbir zaman…
,"hayat kahpeymiş, vurmuş damarından,"
,"korusun haklıyı, Hakk’ın şamarından,"
,"soysuza değer verme, kork umarından,"
,şimdiki zaman… gelecek zaman…
,"güzel diye sarılıp mest eyleme,"
,"insansan kendini bil, cana kast eyleme,"
,"kafire kafirsin deme, kem söz söyleme,"
,şimdiki zaman… sonraki zaman…
,"bulanık sular durulur gün,"
,"yıkılmış otağlar kurulur gün,"
,"hainler alnından vurulur gün,"
,bilki gelecek zaman…belki yarin zaman…
,"yetmez nanköre ser versen de,"
,"yetmez kapanan gözlerine fer versen de,"
,"yetmez en ala yer versen de,"
,dün zaman… şimdiki zaman…
,"gün gelir kuşanılır, yiğitler çıkar meydane,"
,"hepsi aslan birbirinden merdane,"
,"bilmez hiç kimse ahlak denen ne,"
,dün … gün… yarın zaman…
,"şarap yıllandıkça kalitesi artarmış,"
,"insan yıprandıkça ömrü bitermiş,"
,"baykuş gelip gül bahçesinde ötermiş,"
,deme zaman… sorma zaman…
,"sevgiler gelip geçer sandık hepimiz,"
,"yarın güzel dediler kandık hepimiz,"
,"inandık insanlara, yanıldık hepimiz,"
,çocuktuk zaman… yedik zaman…
,"geçmiş zaman dili geçmiş olsa da,"
,"eylemsiz kalmış fiili bitmiş olsa da,"
,"sorgulanmadan faili ölmüş olsa da,"
,gelecek zaman… zaman …
,zaman……
,
Sen O Zaman Göreceksin,
,Neye yarar şimdi gelsen
,Kıymetimi bilmeyen
,Hele bitsin kimin kimsen
,zaman göreceksin
,Kaçtın gittin eyvallahsız
,Yaktın beni be allahsız
,"Düştüğünde, ahlı, ahsız"
,zaman göreceksin
,Beni gün hep kahreden
,Doğduğuma pişman eden
,Çöktüğünde sende birden
,zaman göreceksin
,Sırıtınca ak saçların
,Asılınca saçakların
,Tutmayınca bacakların
,zaman göreceksin
,Yıkılınca kalp duvarın
,Tükenince mülkün varın
,Çoğaldıkça acıların
,zaman göreceksin
,Kaybedipte savaşını
,Eydiğinde dik başını
,Şimdi değil gözyaşını
,zaman göreceksin
,Vurduğunda birden bine
,türlü dert taş kalbine
,Döndüğünde sahibine
,zaman göreceksin
,
Maşuk kalpte,
,Gözlerim gönül penceresinden bakar
,geceye daldığım zaman
,Kahpe düşünceler beynimden akar
,Karanlıklar ruhumu sardığı zaman
,Gözlerim gözlerimi aşar
,Benden benleri aldığım zaman
,Attığım ok yolundan sapar
,Kötüyü dost bildiğim zaman
,Güllerim sevinir bülbüllerim coşar
,Ruhumu ırmaklara saldığım zaman
,zerremde menekşeler açar
,Güneş tenimi gördüğü zaman
,Gözlerim ateş olur alev saçar
,Damarlara aşk girdiği zaman
,Nefes kalbe zor girer çıkar
,Maşuk kalpte kaldığı zaman
,
Kahraman Türk Askeri,
,"Kahraman Türk Askeri,her zaman ünlüdür"
,"Kahraman Türk Erleri,her zaman şanlıdır"
,"Savaşta, barışta ün salmış"
,Ölümü zaman göze almış
,"Göğsünü, düşmana siper yapmış"
,türlü güçlüğe karşı yılmamış
,Hiç kimse ona kötüdür diyemez
,Hiç kurşun onun göğsüne işlemez
,"onun göğsü, hep imanlıdır"
,"şehit olmak için,çırpınır durur"
,"Kahraman Türk Askeri,her zaman örnektir"
,"Kahraman Türk Erleri,her zaman cesurdur"
,Savaşta barışta ün salmış
,Ölümü zaman göze almış
,Göğsünü düşmana siper yapmış
,türlü güçlüğe karşı yılmamış
,"Hiç kimse ona, korkaktır diyemez"
,"adına kötü bir, leke süremez"
,"onun göğsü,hep inançlıdır"
,"şehit ölmek için,çarpışır durur"
,"Kahraman Türk Askeri,her zaman üstündür"
,"Kahraman Türk Erleri, zaman dürüsttür."
,
Kimi Zaman,
,KİMİ ZAMAN
,seni ;
,güvercini kanadın sevdim
,Özgürlüğe uçup giden sevdalara
,seni;
,güvercinin yüreğin sevdim
,"Delice atan, çırpınan sevdalara"
,seni;
,mecnunun sevdasın sevdim
,Kimi zaman ALLAHA kimi zaman sana
,Çöllerde kavrulan susuz yürek
,Kimi zaman seraplara kimi zaman kana kana
,seni;
,peygamberin mucizesin sevdim
,"ölüyü dirilten, çamura can veren"
,"Kayıp şehirler de, yüreğim kokunu duyar"
,Kimi zaman kuyularda kimi zaman kar altın kardelen
,seni;
,idam sehpasın sevdim
,Geçirilmişken kaçması imkansız ipler boynuma
,serçenin can verişi
,Kimi zaman cesurca kimi zaman korkaklığıma
,seni;
,cemre toprağa düşerken sevdim
,"İncitmemek bedenini, narince usulca"
,anne şefkatinin çocuğunu sever
,Kimi zman delice kimi zaman hırçınca
,seni;
,Puslu gece zemherisin sevdim
,"Kurşunlar beynim de,soğuk bedenime işlerken"
,Hey hat yüreğim yüreğinin cehennemin yanar
,Kimi zaman sessiz sedasız kimi zaman donarken
,seni sende sevdim güzel gözlü sevdiğim
,Karanlık şehrin karanlık sokakların dolaşırken
,çocuğun karanlıktan korkup ürktüğü ğibi
,Kimi ağlayarak kimi zaman koşarken….
,İBRAHİM DEMİR
,
Yaşlılık,
,Taşımaz ayaklar düz yokuş
,Yaşlılık kapıyı çaldığı zaman
,Teninde çizgiler hep nakış nakış
,Yaşlılık kapıyı çaldığı zaman
,Pişmanlık duyarsın geçen güne
,Dönmek istesende dönülmez dün'e
,Hesaplamak zordur acımaz sene
,Yaşlılık kapıyı çaldığı zaman
,Yıllar öcesine özlem duyarsın
,Geçen günü gözün yaşlı sayarsın
,İki lokma yesen doyarsın
,Yaşlılık kapıyı çaldığı zaman
,Sular boğazına takılır gitmez
,gün hastalık tükenmez bitmez
,Pişmanlık duysanda artık farketmez
,Yaşlılık kapıyı çaldığı zaman
,oğulların kalır kızların
,Hasret geçer bütün yazların
,Silinir yollardan ayak izlerin
,Yaşlılık kapıyı çaldığı zaman
,Akranlar kaybolur peşi peşine
,Ağrılar saplanır çıkmaz döşüne
,Kimse kalmaz baksan yanı başına
,Yaşlılık kapıyı çaldığı zaman
,
Getirdi zaman,
,Gönlümde sevdamı bittirir derken
,Ölümsüz geriye getirdi zaman
,şeyi yana ittirir derken
,Ölümsüz geriye getirdi zaman
,Aşkımda doğup ta batan günü
,Resimler mektuplar sevdamın dünü
,Hayaller cananın tatlı düşünü
,Ölümsüz geriye getirdi zaman
,Vedada yaşanan zehirsi tadı
,Ağaçlar üstünde kazılı adı
,Uykuda ettiğim isimler yadı
,Ölümsüz geriye getirdi zaman
,Cananla bedende atan canımı
,Dudakta damarda akan kanımı
,Yaşadığım acı tatlı anımı
,Ölümsüz geriye getirdi zaman
,Papatya falları hasretin yeli
,Yüreğim içinde akan lav seli
,Cananın uğrunda oluşum deli
,Ölümsüz geriye getirdi zaman
,Başımın üstünde yiten karayı
,Sinemde açılan ağır yarayı
,Cananla dopdolu gönül sarayı
,Ölümsüz geriye getirdi zaman
,Sedat hünkar
,
Şeker Gibi Tatlı,
,"Herşey güzel olur,umut yaşarken"
,"Yar seni severse,ama zaman"
,"Sevgiliden gelen,aşkı taşırken"
,"Şeker tatlı,olur bi zaman"
,"Bilinir sıkıntı, güzellik saklı"
,"İçinde olacak,yarsiz son aklı"
,"Bize sevgiliden,doğacak farklı"
,"Şeker tatlı,olur bi zaman"
,"Elinden hayali,alınmış kadın"
,"Kalbi onun için, hep parçaladın"
,"Sevdası ruhunda,kaybolmuş adın"
,"Şeker tatlı,olur bi zaman"
,"Sende sevdamı,hisseder misin"
,"Yokluğun gönlümde, terk eder misin"
,"Gerçeği bilirsen, sever misin"
,"Şeker tatlı,olur bi zaman"
,"Dokunmadım an,yalnız eridim"
,"Yarin yüreğinde,sonsuz kar idim"
,"Dirhem dirhen yanıp,sanki köz idim"
,"Şeker tatlı,olur bi zaman"
,"Değil senin aşkın,ister ıslanmak"
,"Sevda yağmurunda,öksüz paslanmak"
,"Özlemin acısı,sevip uslanmak"
,"Şeker tatlı,olur bi zaman"
,Bahattin Tonbul
,11.8.2012
,
Zaman Göz Yaşı Oldu,
,Zaman gözyaşı oldu zaman suizan
,Hizmet kisvesiyle yaşarki insan
,Zaman dostlukları pekiştirmezken
,Vefadan bihaber neden zaman
,Zaman olursa cefa kimsede kalmaz vefa
,Zaman sevda olmalı kuşatmalı herkesi
,Kardeşlik pekişmeli sarılmalı sarmalı
,Ümmet bütün olunca alemde olur sefa
,Zamanda sızıntı var edep gidiyor edep
,Fani dünyaya meyil asi kulluğa sebep ş.y
,Allah cümlemizi Zamanın hastalığı vefasızlıktan korusun ş.y
,Zaman vefa zamanı olmazsa insan vefasızlığın hesabını iki cihandada veremez ş.y
,
"1. Kitap ""Duygu Damlaları  "" - Bir Zaman",
,Uzaktan gönlüme giren sevgili
,Gönlünü gönlüme sardım zaman
,Yar diye kendime seçtim gülü
,Aşkınla kalbimi yordum zaman
,Engeller gözümde kocaman dev
,Hasretten gönlümü sarıyor alev
,sevmekle bitmiyor görev
,Bundandır kapına vurdum zaman
,Sensiz günler nasıl geçecek bilmem
,Rüyama gelmezsen asla gülmem
,Sensiz ölmedim daha ölmem
,Halime şükredip durdum zaman
,Hasretinden gizli gizli inledim
,Uzaktan uzağa sesin dinledim
,Sensizlik ölümmüş şimdi anladım
,Kendimi vuslata kurdum zaman
,Seni arar oldum dünde günde
,Ses vermezsin sese demek küstün
,Can sıkkın yüreğim istim üstünde
,Aşkta çıkmazlara girdim zaman
,Coşari diyor ey sevgili yar
,adam seninle olur bahtiyar
,yar gönlüme olmuş şehriyâr
,aşkta umut gördüm zaman
,18.05.2010/Samsun
,
Gidiyorum,
,Zaman birazcık zaman
,"Geçici öfke, hırs, intikam"
,Acılarımız tarih eski
,Nefes almak misali olağan
,Zaman birazcık zaman
,Son bulduğu yerde sevgiler tek an
,Böyle benzer izler etrafında
,Alışkanlıklarımız sıradan
,Gidiyorum bütün aşklar yüreğimde
,Gidiyorum kokun hâlâ üzerimde
,Sana korkular bıraktım yeni başlangıçlar
,kendim gidiyorum
,Zaman birazcık zaman
,Kızgınlığım yalnızlıktan korktuğumdan
,Bilirsin karanlıktan ürkerim çocuklar
,Işıkları yakarım hep korkudan
,
Sen Ne Zaman Ak Oldun Ki,
,"Kara çarşaf kara zindan,"
,"Bizi usandırdın candan,"
,"Malı götürürsün yandan,"
,zaman ak oldun ki.
,"Hayat bize zehir zıkım,"
,"Sizlere lokumdan lokum,"
,"sizden akım,"
,zaman ak oldun ki.
,"Zordur gözü açı doyurmak,"
,"Taraf tutup yandaş kayırmak,"
,"Doğrumu İnsanı ayırmak,"
,zaman ak oldun ki.
,"Haykırsam gelmez sesime,"
,"Boyun eğmez kesime,"
,"Bakma adına isime,"
,zaman ak oldun ki.
,"Ecelsiz can aldırdın,"
,"şeyi rafa kaldırdın,"
,"Hak isteyene saldırdın,"
,zaman ak oldun ki.
,"Lanet alçak iki yüzlü,"
,"Olmaz senli benli sizli,"
,"yobaz itte kin gizli,"
,zaman ak oldun ki.
,"inanmam sahte aşka,"
,"yobazın derdi başka,"
,"İşi laşka kendi laşka,"
,zaman ak oldun ki.
,"doğru dürüst yaşarım,"
,"Sabırla engeli aşarım,"
,"Zaten ak olsan şaşarım,"
,zaman ak oldun Ki.
,"seçimde çeker alay,"
,"Kendi olay adı olay,"
,"Dostum aklık değil kolay,"
,zaman ak oldun Ki.
,"Korkudur hüküm gölgesi,"
,"Zorbalık yol çizelgesi,"
,"Böyleyse aklık belgesi,"
,zaman ak oldun Ki.
,"Per perişan zordur yokluk,"
,"Önemli olan gönlü tokluk,"
,"Veysel derki bumu aklık,"
,zaman ak oldun ki.
,
,Tel:05379590555
,
Bakar Kör,
,Perişan halime bakınca benim
,Mecnun sanma çölde bulduğun zaman
,Feryadım alemi yakınca benim
,Yaksın yanımda olduğun zaman
,söylesen gizli saklı sır olur
,Eli görür bana bakar kör olur
,Herhes güler dört mevsimi olur
,Yazık baharda solduğun zaman
,Gün günü aratır oldu inanki
,Yaşadığın hayat işte anki
,Cihan senin olsa yazar sanki
,Gam gasavet dolduğun zaman
,hedefim kendini ok eyle
,Vur sinemden öldür beni yok eyle
,"Bahtım kara, gül yüzüme ak eyle"
,Gül açsın gönlümde güldüğün zaman
,zaman görsem beddua edersin
,ödedim inan sende ödersin
,Zannetmeki tek başına gidersin
,Hikmette ölür öldüğün zaman
,
Tuş Eden Pehlivan,
,zaman galip gelen zaman denen pehlivan
,Süper güçlü olsan tuş eder seni zaman..
,
Elde kalan,
,soğuk duş etkisiydi benimki
,Zamansızdım evvel zaman içinde
,"zamandım zaman, zaman içinde"
,Yanılmışım an’ dım zaman içinde
,Başa baştım söndüm zaman içinde
,Başladığım yere döndüm zaman içinde
,zamana zaman bana çelmeydi
,Yitik adımlardı sevişmelerim
,"Zamansızdı, mekansızdı, arsızdı"
,Kaybedilen aşk değildi zamandı
,Aşka teğet geçmedim hiç zaman
,Kantar çekmez umutlardı tartılan
,Su götürmez gerçekleri salya sümük yaladım
,Geçmişimde yitik yok var olan elde kalan
,"(İstanbul,1997)"
,
Hayatın Gerçekleri,
,Kimi zaman görürsün görmezlikten gelirsin!
,Kimi zaman konuşman gerekir susarsın!
,Kimi zaman keşke duymasaydım der kafana vurursun!
,Kimi zaman dokunabileceğin yakındır elini süremezsin!
,Kimi zaman yardım etmek istersin çaresiz kalırsın!
,Kimi zaman göz göze gelirsin gözlerini kaçırırsın!
,Kimi zaman ona yakın olmak istersin çekinirsin!
,Kimi zaman sana yakındır fark edemesin!
,Kimi zaman içinden kahkaha atmak gelir gülemezsin!
,Kimi zaman gözünün ucuna gelir gözyaşları akıtamazsın!
,"Kimi zaman hıçkıra, hıçkıra ağlarsın türlü rahatlamazsın!"
,Kimi zaman sana ihtiyacı olduğunu bilirsin yanında olamazsın!
,Kimi zaman ihtiyacın olur yanında bulamazsın!
,Kimi zaman sevdiğini söylemek istersin söyleyemezsin!
,Kimi zaman küçücük olsa sevilmek istersin sevilmezsin!
,Kimi zaman gitmek istersin bırakıp gidemezsin!
,Kimi zaman gitmesine izin verdiğin acı çekersin!
,Kimi zaman yolunu gözlersin türlü getiremezsin!
,Kimi zaman aksilik gelmemesi dua edersin!
,Kimi zaman öyle özlersin hasretinden hasta olursun!
